ticker,period,net_profit,sales,total_debt,total_equity,return_1y,return_3y,return_5y,current_price
AKBNK,2025/9,38915968000.0,65059013000.0,,277363065000.0,7.58,350.11,,58.3
AKSEN,2025/9,2409929602.0,-23378736447.0,14696189974.0,58337548245.0,51.44,10.75,,50.4
ALARK,2025/9,-333500000.0,-6400979000.0,4150162000.0,78516573000.0,-4.44,16.62,,87.8
ARCLK,2025/9,-6435806000.0,-270388594000.0,51676458000.0,74071270000.0,-24.16,29.75,,104.2
ASELS,2025/9,11650688000.0,-62784749000.0,-1986939000.0,187622247000.0,157.92,751.28,,176.0
BIMAS,2025/9,11252907000.0,-413417208000.0,180401000.0,153523952000.0,17.28,330.97,,544.5
DOHOL,2025/9,-384117000.0,-33012554000.0,-4336997000.0,91285788000.0,26.44,171.56,,17.06
EKGYO,2025/9,9080408000.0,-42275904000.0,26868652000.0,129488315000.0,64.03,248.79,,18.59
ENKAI,2025/9,26277667000.0,-82787597000.0,32637000.0,359559618000.0,41.53,273.68,,74.0
EREGL,2025/9,2384101000.0,-136076956000.0,5163275000.0,288864902000.0,-5.57,30.81,,23.9
FROTO,2025/9,22363602000.0,-533610450000.0,-7353379000.0,158771690000.0,-12.58,176.53,,94.7
GARAN,2025/9,84042047000.0,108599213000.0,,410433117000.0,17.73,512.94,,129.2
GUBRF,2025/9,4036907343.0,-27325729117.0,-3026183839.0,33761159625.0,48.23,85.62,,314.25
HEKTS,2025/9,-2482446482.0,-5357950625.0,723824869.0,14695069506.0,-5.28,-78.8,,3.23
ISCTR,2025/9,44002316197.0,58196638164.0,,380644298226.0,-1.17,272.86,,12.32
KCHOL,2025/9,14352000000.0,-1089177000000.0,236231000000.0,1039810000000.0,-7.21,188.39,,164.0
KOZAL,2025/9,4565685000.0,-7870356000.0,0.0,41646436000.0,68.8,194.17,,33.76
KOZAA,2025/6,921295000.0,-4991668000.0,0.0,39341098000.0,51.33,155.81,,96.85
KRDMD,2025/9,-653669920.0,-30839585877.0,2114492864.0,43740870096.0,-9.5,90.43,,23.82
LOGO,2025/9,1369348000.0,-133383000.0,-1892000.0,3527303000.0,35.62,219.0,,154.6
PETKM,2025/9,-4775800000.0,-65280954000.0,7767423000.0,67000089000.0,-9.12,9.7,,16.74
PGSUS,2025/9,13326667532.0,-91787387656.0,275460803.0,112697676495.0,-13.12,165.6,,204.0
SAHOL,2025/9,-788743000.0,-145456259000.0,168335559000.0,565426469000.0,-10.31,129.02,,75.2
SASA,2025/9,-10106099000.0,-35452881000.0,1718359000.0,138100254000.0,-25.26,-65.78,,2.87
SISE,2025/9,5742750000.0,-117175358000.0,4483806000.0,255822245000.0,-11.58,4.12,,35.68
TAVHL,2025/9,4024490000.0,-35018540000.0,813926000.0,81214658000.0,0.0,221.14,,254.5
TCELL,2025/9,13425665000.0,-116765996000.0,45172947000.0,243029365000.0,2.16,202.17,,93.15
THYAO,2025/9,81064000000.0,-572138000000.0,-9558000000.0,843951000000.0,-3.89,151.02,,269.0
TKFEN,2025/6,-2401900000.0,-25596787000.0,-262757000.0,32376243000.0,-9.54,115.71,,72.05
TOASO,2025/9,2930752000.0,-179606199000.0,2684440000.0,52793804000.0,27.41,141.0,,232.5
TTKOM,2025/9,21332614000.0,-95068565000.0,-13842734000.0,202689319000.0,23.04,278.78,,56.4
TUPRS,2025/9,21822709000.0,-540516080000.0,23149661000.0,348455191000.0,48.18,360.51,,199.2
VAKBN,2025/9,41956457000.0,86058758000.0,,263628282000.0,12.23,195.19,,26.98
YKBNK,2025/9,37809867000.0,97155628000.0,,241282997000.0,16.05,270.8,,31.96
VESTL,2025/9,-18298032000.0,-88955524000.0,11163555000.0,46060878000.0,-50.28,-30.67,,29.88
SOKM,2025/9,-512715313.0,-158648471904.0,0.0,35332752643.0,15.03,97.01,,45.3
MGROS,2025/9,5369397000.0,-222800517000.0,231075000.0,76406324000.0,10.18,278.74,,507.0
HALKB,2025/9,20203677000.0,61350868000.0,,197946787000.0,68.26,202.12,,27.04
TTRAK,2025/9,916706471.0,-33457101749.0,6871568138.0,16543004715.0,-28.22,181.86,,526.0
KONTR,2025/9,-452374926.0,-7824054821.0,1312049130.0,6859236219.0,-45.09,-51.73,,26.54
ULKER,2025/9,4593516000.0,-56468934000.0,8042648000.0,42583578000.0,12.66,398.19,,112.5
AEFES,2025/9,11588849000.0,-118254345000.0,10767135000.0,212651768000.0,-34.02,173.74,,14.23
CCOLA,2025/9,14064768000.0,-94406065000.0,760850000.0,83106064000.0,17.16,248.57,,53.9
OTKAR,2025/9,-436338000.0,-24422199000.0,3474099000.0,9412900000.0,1.89,218.23,,458.25
