AUC,Precision,Recall,F1,Fold_AUCs
0.9460348620637882,0.8687715238915196,0.8717149220489978,0.8702407341279199,"[0.9447196453968233, 0.9444427391138459, 0.9390512357234103, 0.9513760014468593, 0.9506340559934011]"
