entry_date,exit_date,symbol,entry_price,exit_price,shares,return,reason,days_held
2025-09-11,,ENKAI,67.74672566,,790,,SWAP_ENTRY,0
2025-09-04,2025-09-15,KUTPO,97.43065999999999,111.606165,595,0.14549326669859375,SWAP,7
2025-09-11,2025-09-15,ENKAI,67.74672566,71.25680559999999,790,0.05181180205839042,SWAP,2
2025-09-15,,GWIND,23.17748,,2772,,SWAP_ENTRY,0
2025-09-15,,INDES,7.80023,,6829,,SWAP_ENTRY,0
2025-09-15,,TRALT,22.86741,,4781,,ENTRY,0
2025-09-15,2025-09-15,TRALT,22.86741,21.6154193025,4781,-0.054749999999999965,STOP_LOSS,0
2025-09-15,2025-09-15,INDES,7.80023,7.3731674075,6829,-0.054749999999999965,STOP_LOSS,0
2025-09-15,2025-09-15,GWIND,23.17748,21.908512969999997,2772,-0.054750000000000076,STOP_LOSS,0
2025-09-16,,TRALT,24.411700000000003,,2983,,ENTRY,0
2025-09-16,,ASELS,194.6234549,,374,,ENTRY,0
2025-09-16,2025-09-16,ASELS,194.6234549,183.967820744225,374,-0.054749999999999965,STOP_LOSS,0
2025-09-16,2025-09-17,TRALT,24.411700000000003,24.35959,2983,-0.0021346321640853816,SWAP,1
2025-09-17,,MAGEN,23.000124,,3177,,SWAP_ENTRY,0
2025-09-17,,TCELL,96.18028,,734,,ENTRY,0
2025-08-25,2025-09-22,ALKA,7.8578,12.16089,5039,0.5476201990378986,TIME_EXIT,20
2025-09-17,2025-09-22,TCELL,96.18028,98.185605,734,0.02084964818151902,SWAP,3
2025-09-22,,AKSEN,39.844500000000004,,1786,,SWAP_ENTRY,0
2025-09-22,,TRMET,87.85889,,397,,ENTRY,0
2025-09-22,,TRALT,26.43675,,1320,,ENTRY,0
2025-09-22,2025-09-22,TRMET,87.85889,83.0486157725,397,-0.054750000000000076,STOP_LOSS,0
2025-09-22,2025-09-24,TRALT,26.43675,26.171485,1320,-0.01003394895363463,SWAP,2
2025-09-24,,TCELL,100.03949,,344,,SWAP_ENTRY,0
2025-09-24,2025-09-26,TCELL,100.03949,96.74185999999999,344,-0.03296328279962257,SWAP,2
2025-09-26,,FONET,2.564933986,,13170,,SWAP_ENTRY,0
2025-09-11,2025-09-29,TRENJ,60.65959,74.411075,1285,0.22669927376693444,SWAP,12
2025-09-29,,NUHCM,224.42806,,438,,SWAP_ENTRY,0
2025-09-22,2025-09-29,AKSEN,39.844500000000004,36.477695000000004,1786,-0.08449861335943476,STOP_LOSS,5
2025-09-30,,AKSEN,37.353840000000005,,2086,,ENTRY,0
2025-09-17,2025-10-01,MAGEN,23.000124,21.879055,3177,-0.04874186765253952,SWAP,10
2025-10-01,,OZKGY,13.26534,,5393,,SWAP_ENTRY,0
2025-10-01,2025-10-06,OZKGY,13.26534,13.260365,5393,-0.00037503750375034173,SWAP,3
2025-10-06,,MAGEN,21.94326,,3317,,SWAP_ENTRY,0
2025-09-29,2025-10-08,NUHCM,224.42806,248.496275,438,0.10724244998597765,SWAP,7
2025-10-08,,SOKM,38.653710000000004,,2681,,SWAP_ENTRY,0
2025-10-08,,CCOLA,47.86289,,1544,,ENTRY,0
2025-10-06,2025-10-10,MAGEN,21.94326,21.729805,3317,-0.009727588334641268,SWAP,4
2025-10-10,,HLGYO,3.70165,,19785,,SWAP_ENTRY,0
2025-10-10,2025-10-13,HLGYO,3.70165,3.65762,19785,-0.011894695608714922,SWAP,1
2025-10-08,2025-10-13,SOKM,38.653710000000004,37.444835000000005,2681,-0.03127448827033674,SWAP,3
2025-10-13,,BMSCH,17.11849,,6053,,SWAP_ENTRY,0
2025-10-13,2025-10-13,BMSCH,17.11849,16.1812526725,6053,-0.054749999999999965,STOP_LOSS,0
2025-10-14,,SOKM,38.47191,,2203,,ENTRY,0
2025-10-08,2025-10-14,CCOLA,47.86289,45.242396772499994,1544,-0.054750000000000076,STOP_LOSS,4
2025-09-30,2025-10-15,AKSEN,37.353840000000005,45.89537,2086,0.22866537951653676,SWAP,11
2025-10-15,,MAGEN,22.15536,,4212,,SWAP_ENTRY,0
2025-10-15,,HLGYO,3.5754,,21586,,ENTRY,0
2025-10-15,,CANTE,2.0705,,37275,,ENTRY,0
2025-09-26,2025-10-17,FONET,2.564933986,3.2557931305000003,13170,0.2693477291309907,SWAP,15
2025-10-17,,ODAS,5.09545,,6629,,SWAP_ENTRY,0
2025-10-15,2025-10-17,CANTE,2.0705,1.957140125,37275,-0.054749999999999965,STOP_LOSS,2
2025-10-15,2025-10-17,HLGYO,3.5754,3.37964685,21586,-0.054750000000000076,STOP_LOSS,2
2025-10-15,2025-10-20,MAGEN,22.15536,25.41628,4212,0.14718424796527785,SWAP,3
2025-10-14,2025-10-20,SOKM,38.47191,41.040765,2203,0.06677222420202167,SWAP,4
2025-10-20,,FONET,3.30573,,26403,,SWAP_ENTRY,0
2025-10-20,,CANTE,2.0099,,52139,,SWAP_ENTRY,0
2025-10-20,,BMSCH,16.34988,,4779,,ENTRY,0
2025-10-20,,HLGYO,3.51581,,22227,,ENTRY,0
2025-10-20,2025-10-20,FONET,3.30573,3.1247412825,26403,-0.054749999999999965,STOP_LOSS,0
2025-10-20,2025-10-22,BMSCH,16.34988,17.111015,4779,0.046552941061341,SWAP,2
2025-10-22,,AKSEN,49.01429,,1638,,SWAP_ENTRY,0
2025-10-22,,MAGEN,25.486340000000002,,3399,,ENTRY,0
2025-10-22,2025-10-23,MAGEN,25.486340000000002,24.090962885000003,3399,-0.054749999999999965,STOP_LOSS,1
2025-10-20,2025-10-24,HLGYO,3.51581,3.98,22227,0.13202931899050285,SWAP,4
2025-10-24,,MAGEN,23.768330000000002,,3731,,SWAP_ENTRY,0
2025-10-17,2025-10-28,ODAS,5.09545,5.73319,6629,0.12515872003454054,SWAP,7
2025-10-28,,TRALT,25.68834,,3198,,ENTRY,0
2025-10-31,,MGROS,452.1632034,,83,,ENTRY,0
2025-10-22,2025-11-03,AKSEN,49.01429,53.883230000000005,1638,0.09933715249165087,SWAP,7
2025-11-03,,TTKOM,51.534240000000004,,1652,,SWAP_ENTRY,0
2025-10-20,2025-11-04,CANTE,2.0099,2.528295,52139,0.25792079207920793,SWAP,10
2025-11-04,,TRMET,89.82536,,1427,,SWAP_ENTRY,0
2025-10-24,2025-11-06,MAGEN,23.768330000000002,30.680825000000002,3731,0.29082796309206405,SWAP,8
2025-11-06,,TRENJ,74.58446,,1567,,SWAP_ENTRY,0
2025-11-03,2025-11-10,TTKOM,51.534240000000004,56.585649999999994,1652,0.0980204617357312,SWAP,5
2025-11-10,,AKENR,10.510060000000001,,8770,,SWAP_ENTRY,0
2025-10-31,2025-11-11,MGROS,452.1632034,491.938945,83,0.08796766588017313,SWAP,7
2025-11-06,2025-11-11,TRENJ,74.58446,71.58825999999999,1567,-0.040171907123816575,SWAP,3
2025-11-11,,ARDYZ,26.57493315,,4307,,SWAP_ENTRY,0
2025-11-11,,AEFES,14.368260000000001,,2896,,SWAP_ENTRY,0
2025-11-11,2025-11-11,ARDYZ,26.57493315,25.119955560037496,4307,-0.054750000000000076,STOP_LOSS,0
2025-11-10,2025-11-11,AKENR,10.510060000000001,9.934634215,8770,-0.054749999999999965,STOP_LOSS,1
2025-11-12,,AKENR,10.144440000000001,,9630,,ENTRY,0
2025-11-11,2025-11-13,AEFES,14.368260000000001,14.3479,2896,-0.0014170122199905766,SWAP,2
2025-11-13,,INDES,7.75983,,5355,,SWAP_ENTRY,0
2025-11-04,2025-11-17,TRMET,89.82536,97.72492,1427,0.08794353843947844,SWAP,9
2025-11-17,,VESBE,8.465819999999999,,16325,,SWAP_ENTRY,0
2025-11-17,,KMPUR,16.14283,,6029,,ENTRY,0
2025-11-12,2025-11-18,AKENR,10.144440000000001,11.078330000000001,9630,0.09205929553528835,SWAP,4
2025-11-18,,GWIND,23.983459999999997,,4436,,SWAP_ENTRY,0
2025-11-17,2025-11-19,KMPUR,16.14283,15.2590100575,6029,-0.054750000000000076,STOP_LOSS,2
2025-11-18,2025-11-24,GWIND,23.983459999999997,22.670365564999994,4436,-0.05475000000000019,STOP_LOSS,4
2025-11-17,2025-11-25,VESBE,8.465819999999999,8.66844,16325,0.023933889451937418,SWAP,6
2025-11-25,,KMPUR,14.74802,,9685,,SWAP_ENTRY,0
2025-11-25,,GWIND,23.09365,,4169,,ENTRY,0
2025-11-13,2025-11-25,INDES,7.75983,7.3349793075,5355,-0.054749999999999965,STOP_LOSS,8
