date,equity
2025-01-02,100000.0
2025-01-03,99436.01376471226
2025-01-06,100338.71847609578
2025-01-07,100959.67501003177
2025-01-08,100421.08971120919
2025-01-09,104105.5796116796
2025-01-10,106248.61281167957
2025-01-13,104115.01900121268
2025-01-14,105009.85143985409
2025-01-15,105064.15624741482
2025-01-16,106232.99802865392
2025-01-17,106725.04107699994
2025-01-20,107594.45437699993
2025-01-21,108037.96937699994
2025-01-22,108373.08844508276
2025-01-23,110202.47587405705
2025-01-24,111985.87217405706
2025-01-27,112448.97616879572
2025-01-28,114470.10760653777
2025-01-29,113822.84376889229
2025-01-30,113624.58910510858
2025-01-31,111922.77084300932
2025-02-03,109562.10085024065
2025-02-04,108903.63917128464
2025-02-05,107232.57849460465
2025-02-06,107311.59490955241
2025-02-07,107317.87652810241
2025-02-10,107991.8717824116
2025-02-11,109289.9897824116
2025-02-12,110083.20255516193
2025-02-13,108829.58632279932
2025-02-14,109838.85625333397
2025-02-17,110149.62831381787
2025-02-18,111087.99228225354
2025-02-19,109356.4927749468
2025-02-20,109470.22338627075
2025-02-21,107432.12568000011
2025-02-24,107017.6101099333
2025-02-25,104326.05184702417
2025-02-26,103673.29168075474
2025-02-27,104117.41068115084
2025-02-28,104361.13488115084
2025-03-03,108645.13858115082
2025-03-04,109213.38498115084
2025-03-05,113224.43028115084
2025-03-06,116416.63735807707
2025-03-07,114622.43552939528
2025-03-10,115217.85106793136
2025-03-11,112940.44839039522
2025-03-12,111944.19554699177
2025-03-13,111746.03482046233
2025-03-14,115677.63635026233
2025-03-17,121991.52715026234
2025-03-18,126930.45955026233
2025-03-19,119020.19447993462
2025-03-20,123013.42488374322
2025-03-21,121383.83567198811
2025-03-24,121949.6621761569
2025-03-25,124862.25616755689
2025-03-26,129579.43816755689
2025-03-27,128756.63875178767
2025-03-28,132403.12463642258
2025-04-02,131740.2423963513
2025-04-03,135788.9423963513
2025-04-04,133713.6280769513
2025-04-07,132910.71596112708
2025-04-08,137993.8173723271
2025-04-09,142993.6198593771
2025-04-10,145374.99978532508
2025-04-11,146419.05818532512
2025-04-14,151661.35312854144
2025-04-15,151327.936197772
2025-04-16,149486.218160212
2025-04-17,153923.6616647421
2025-04-18,152626.50400193507
2025-04-21,154502.49895582304
2025-04-22,152703.67365582305
2025-04-24,154072.69350681436
2025-04-25,155046.13477501704
2025-04-28,154895.07457501706
2025-04-29,153365.14030249265
2025-04-30,150742.06181604724
2025-05-02,150088.04318621213
2025-05-05,151095.37906911736
2025-05-06,147884.82503023755
2025-05-07,149389.2834205555
2025-05-08,150910.40745663195
2025-05-09,153021.76845663192
2025-05-12,155873.1183987333
2025-05-13,155116.5634427822
2025-05-14,157652.21338914224
2025-05-15,155790.4827901367
2025-05-16,157006.74227948254
2025-05-20,159614.58386407112
2025-05-21,166571.91356407112
2025-05-22,168224.7388028541
2025-05-23,167054.1268028541
2025-05-26,165685.60575585513
2025-05-27,165238.4553558551
2025-05-28,169912.03059165954
2025-05-29,168741.44494114298
2025-05-30,165714.100795183
2025-06-02,166618.550795183
2025-06-03,171442.860368943
2025-06-04,173910.89428018624
2025-06-05,175173.77990165845
2025-06-10,176236.71223057044
2025-06-11,174825.8017576388
2025-06-12,169312.85018063482
2025-06-13,167203.53515633044
2025-06-16,172777.87515633047
2025-06-17,173806.60515633048
2025-06-18,172275.43515633047
2025-06-19,175247.97515633047
2025-06-20,183635.06515633047
2025-06-23,190490.1397500905
2025-06-24,196622.20975009046
2025-06-25,202132.3797500905
2025-06-26,207023.73705703046
2025-06-27,205465.4254854105
2025-06-30,211855.41841459798
2025-07-01,213611.90841459803
2025-07-02,220372.798414598
2025-07-03,225130.618414598
2025-07-04,228330.08841459802
2025-07-07,226617.40841459797
2025-07-08,223247.198414598
2025-07-09,229431.26841459802
2025-07-10,237387.81672836968
2025-07-11,237146.50672836968
2025-07-14,242594.2367283697
2025-07-16,239625.89536439368
2025-07-17,246309.02136439373
2025-07-18,250862.1708493314
2025-07-21,262427.03684933134
2025-07-22,263099.3168493314
2025-07-23,265166.10484933143
2025-07-24,267674.10084933136
2025-07-25,266323.52884933143
2025-07-28,274335.497734533
2025-07-29,278197.268079793
2025-07-30,276516.142598617
2025-07-31,278692.582598617
2025-08-01,278582.37759861705
2025-08-04,281444.6247224546
2025-08-05,282665.6703025361
2025-08-06,284143.4250076995
2025-08-07,284894.21028478886
2025-08-08,283313.9559585183
2025-08-11,283239.8168149422
2025-08-12,280627.3268149423
2025-08-13,285209.0588149423
2025-08-14,286928.12340539397
