symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,total_debt
LOGO,2022/3,2022-05-10 18:57:59,0.09909903858981225,0.05041262726535503,,0.9657582626707472,1.1331858469502438,,,6314925.0,,125264747.0,,63723373.0,44018979.0,49881684.0,17522395.0,,0.0,,14924472.0,61541374.0
LOGO,2022/6,2022-08-16 19:01:43,0.2431215244814796,0.12108760219266144,,1.0078151691752144,1.0242619516658396,,,14343735.0,,118457503.0,,58998211.0,43564220.0,44621173.0,15895072.0,,0.0,,34033722.0,59459292.0
LOGO,2022/9,2022-11-08 18:17:55,0.32212138257887424,0.16576099764692231,,0.9432881337835494,0.9694656431436106,,,19018844.0,,114736544.0,,59042476.0,41433491.0,40168346.0,14260576.0,,0.0,,49178074.0,55694067.0
LOGO,2022/12,2023-02-27 18:31:06,0.1302659795191725,0.06501167766306297,,1.0037320170724569,0.899426780647554,,,17009022.0,,261630258.0,,130571482.0,106206812.0,95525251.0,24851965.0,,0.0,,137341350.0,131058777.0
LOGO,2023/3,2023-05-09 18:21:58,0.04826914847005344,0.02277199524354439,,1.1196714479095855,0.9251403861604995,,-0.48862543894028826,3229292.0,,141809796.0,,66901781.0,58823106.0,54419631.0,16084908.0,,0.0,,36987894.0,74908014.0
LOGO,2023/6,2023-08-08 19:53:45,0.21919416777825654,0.09469263116335598,,1.3147964639415362,0.7808293919751629,,-0.11053996744920343,12758179.0,,134732543.0,,58204920.0,62316928.0,48658889.0,14210695.0,,0.0,,77965859.0,76527623.0
LOGO,2023/9,2023-10-31 18:25:00,0.28226413722437094,0.1272268644819411,,1.2185891193163552,0.6965463522811145,,-0.12639275026389615,16615000.0,,130593488.0,,58863305.0,57542551.0,40081054.0,14187632.0,,0.0,,113629680.0,71730183.0
LOGO,2023/12,2024-03-21 18:38:24,0.06086400985767735,0.02623127563611851,,1.3202840355409533,0.663505304521027,,-0.5965995575759735,6861447.0,,261575041.0,,112734061.0,126543659.0,83962389.0,22297322.0,,0.0,,126459389.0,148840981.0
LOGO,2024/3,2024-05-22 18:42:18,-0.014036473537181156,-0.006581351573545886,,1.1327645819137748,0.5887305511063352,,-1.34002902184132,-1098053.0,,166843085.0,,78228552.0,74282053.0,43732114.0,14332480.0,,0.0,,29066787.0,88614533.0
LOGO,2024/6,2024-08-07 20:32:23,0.07724559759153958,0.033327861188882923,,1.3177484193707028,0.5703683942245135,,-0.5467785802346871,5782280.0,,173496882.0,,74855787.0,77607107.0,44264641.0,21033988.0,,0.0,,67924318.0,98641095.0
LOGO,2024/9,2024-11-08 18:16:42,0.11385955325940277,0.05093330956272556,,1.2354634763951882,0.62696377427563,,-0.43934264219079144,9315322.0,,182892533.0,,81814145.0,84575148.0,53025554.0,16503240.0,,0.0,,106988414.0,101078388.0
LOGO,2024/12,2025-02-27 23:20:28,0.12120313877126127,0.048422459770285385,,1.503035561312769,1.1363523458422606,,0.8198879915563,12487065.0,,257877544.0,,103025921.0,132589094.0,150667928.0,22262529.0,,0.0,,150279276.0,154851623.0
LOGO,2025/3,2025-05-07 20:47:07,0.2411727362281285,0.1252432091298558,,0.9256352332690037,0.7562909445234158,,-18.5770604879728,19300544.0,,154104515.0,,80027885.0,60341098.0,45635426.0,13735532.0,,0.0,,28122118.0,74076630.0
LOGO,2025/6,2025-08-12 22:00:07,0.34245609575994634,0.1666311174965136,,1.0551749201643181,0.6898138117357934,,3.564303181443998,26392079.0,,158386257.0,,77067044.0,65903563.0,45461188.0,15415649.0,,0.0,,62167465.0,81319212.0
LOGO,2025/9,2025-11-04 18:19:12,0.3882138821856222,0.1983325462244962,,0.9573886867070011,0.7391589015664651,,2.5352062977533145,32931585.0,,166042264.0,,84828458.0,66185452.0,48921566.0,15028354.0,,0.0,,99085002.0,81213806.0
