symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,total_debt
KONTR,2022/3,2022-05-10 22:54:39,0.13097145072786548,0.030990465744807908,,3.2261852541880596,1.3202271118515472,,,2948176.0,,95131710.0,,22510066.0,60785203.0,80250273.0,11836440.0,,0.0,,3912475.0,72621643.0
KONTR,2022/6,2022-08-13 21:06:30,0.30222352255248697,0.07220989167769613,,3.1853479984254243,1.2422829099662827,,,7161653.0,,99178282.0,,23696544.0,61394677.0,76269558.0,14087062.0,,0.0,,11021990.0,75481739.0
KONTR,2022/9,2022-11-03 22:24:59,0.4111028766135825,0.08885784175338259,,3.6265233152360796,1.3044000985535564,,,10512428.0,,118306137.0,,25571283.0,66469443.0,86702748.0,26265411.0,,0.0,,19755222.0,92734854.0
KONTR,2022/12,2023-03-05 02:48:14,0.29141586570524114,0.08940883745817459,,2.2593631008966573,2.7318145066736554,,,35018765.0,,391670063.0,,120167668.0,101435714.0,277103555.0,170066681.0,,0.0,,46822846.0,271502395.0
KONTR,2023/3,2023-05-11 04:07:43,0.09782632494598631,0.028826052732780043,,2.3936774435558226,1.9531806083606391,,1.3687310391238514,6983436.0,,242261265.0,,71386061.0,74657164.0,145818925.0,96218040.0,,0.0,,2687232.0,170875204.0
KONTR,2023/6,2023-08-18 03:43:16,0.20334472257202021,0.05297094780585713,,2.838797133049144,1.349402238181082,,0.6297837943279296,11671946.0,,220346180.0,,57399798.0,84361360.0,113837408.0,78585022.0,,0.0,,2840180.0,162946382.0
KONTR,2023/9,2023-11-09 21:41:25,0.2693296125233946,0.0658923039588737,,3.087421388262506,0.908836386922199,,0.9204476834466785,20188568.0,,306387344.0,,74958590.0,143804941.0,130695163.0,87623813.0,,0.0,,15410266.0,231428754.0
KONTR,2023/12,2024-05-04 02:23:47,0.1168510147172748,0.037084328482366875,,2.150954047292659,1.30072470615843,,-0.39745979048661484,21100214.0,,568979266.0,,180573648.0,200796555.0,261181040.0,187609064.0,,0.0,,30116676.0,388405619.0
KONTR,2024/3,2024-05-04 02:23:47,0.08124339085027067,0.02601871512039279,,2.122498189258939,1.1836270372504862,,0.6350262249127794,11418101.0,,438841847.0,,140541906.0,171229926.0,202672370.0,127070015.0,,0.0,,8700151.0,298299941.0
KONTR,2024/6,2024-08-23 23:01:43,0.14248460956492137,0.04200358145719341,,2.3922014477280804,1.3764249969340097,,0.9427409105559604,22675567.0,,539848418.0,,159143974.0,177169504.0,243860534.0,203534941.0,,0.0,,30469707.0,380704445.0
KONTR,2024/9,2024-11-08 21:24:28,0.14707343004714815,0.04522735379786616,,2.251869000445207,1.2616611551752612,,0.2687000385564741,25613237.0,,566321813.0,,174152714.0,202575235.0,255581305.0,189593863.0,,0.0,,52060843.0,392169098.0
KONTR,2024/12,2025-03-10 23:33:55,0.04662728951902362,0.010753944184487609,,3.3358314604499,1.341449387278403,,-0.5393039615617169,9720785.0,,903927418.0,,208478449.0,349640850.0,469025504.0,345808119.0,,0.0,,53580223.0,695448969.0
KONTR,2025/3,2025-05-09 22:04:14,0.04478854412464098,0.010967985742950917,,3.083570594727355,1.0316644326346451,,-0.2985897567380075,8008773.0,,730195424.0,,178812979.0,322084312.0,332282929.0,229298132.0,,0.0,,10563088.0,551382444.0
KONTR,2025/6,2025-08-11 23:40:51,0.0133857434327409,0.0029096495585819366,,3.6004658510369385,1.094078885203923,,-0.8967286242500574,2341737.0,,804817540.0,,174942618.0,361233851.0,395218329.0,268641071.0,,0.0,,26714207.0,629874922.0
KONTR,2025/9,2025-11-10 20:26:06,-0.065951208512825,-0.012894735912608675,,4.114583879935631,1.0747776959077193,,-1.4247494762180977,-10879209.0,,843693820.0,,164958448.0,392311379.0,421647520.0,286423992.0,,0.0,,33636865.0,678735371.0
