symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,total_debt
YKBNK,2022/3,2022-04-29 18:12:11,0.09751969743236065,0.00933858963003137,,0.0,,,,519473951.0,,55626595833.0,55626595833.0,5326861800.0,,,,,635513605.0,,,0
YKBNK,2022/6,2022-07-26 18:12:11,0.22774603136104576,0.023124440577188692,,0.0,,,,1288457570.0,,55718432007.0,55718432007.0,5657431492.0,,,,,1535700860.0,,,0
YKBNK,2022/9,2022-10-31 18:16:23,0.3659171453051211,0.03997734536525385,,0.0,,,,2219264952.0,,55513064505.0,55513064505.0,6064938417.0,,,,,2712671454.0,,,0
YKBNK,2022/12,2023-02-02 18:16:18,0.47098696934320045,0.053664342850053996,,0.0,,,,3174520312.0,,59155113869.0,59155113869.0,6740144672.0,,,,,3924799756.0,,,0
YKBNK,2023/3,2023-04-28 18:17:20,0.09767596635409652,0.010995554604221938,,0.0,,,0.2878762096003539,669018143.0,,60844420048.0,60844420048.0,6849362929.0,,,,,723017532.0,,,0
YKBNK,2023/6,2023-07-24 08:04:19,0.22627731622085706,0.022862203644259192,,0.0,,,-0.05471945032695178,1217953880.0,,53273686953.0,53273686953.0,5382571706.0,,,,,1342977616.0,,,0
YKBNK,2023/9,2023-10-24 08:04:11,0.37095236186193287,0.038452331543952625,,0.0,,,-0.01143107404870151,2193896370.0,,57054963429.0,57054963429.0,5914226719.0,,,,,2561966105.0,,,0
YKBNK,2023/12,2024-02-02 08:04:09,0.4706187509051894,0.04841160318604982,,0.0,,,-0.100937494962231,2854092184.0,,58954713254.0,58954713254.0,6064552631.0,,,,,3119625501.0,,,0
YKBNK,2024/3,2024-05-02 08:04:26,0.05959660491121468,0.0053522509034485185,,0.0,,,-0.5026386212668077,332743786.0,,62168943871.0,62168943871.0,5583267478.0,,,,,268782449.0,,,0
YKBNK,2024/6,2024-07-31 08:04:08,0.09885646093862932,0.008309682711759745,,0.0,,,-0.5480981077871356,550395663.0,,66235460738.0,66235460738.0,5567624592.0,,,,,396612670.0,,,0
YKBNK,2024/9,2024-10-31 08:04:10,0.12424090469883153,0.010178545664708164,,0.0,,,-0.6836241408248467,694095849.0,,68192045491.0,68192045491.0,5586693454.0,,,,,410817472.0,,,0
YKBNK,2024/12,2025-01-31 08:04:11,0.16180976547220427,0.013105000374687344,,0.0,,,-0.690728686358366,882688839.0,,67355117418.0,67355117418.0,5455102394.0,,,,,546409231.0,,,0
YKBNK,2025/3,2025-04-28 08:04:09,0.05793256929710058,0.004684022412893883,,0.0,,,-0.053524323366327266,314933900.0,,67235779900.0,67235779900.0,5436214962.0,,,,,276604421.0,,,0
YKBNK,2025/6,2025-07-31 08:02:13,0.10898544635010629,0.008609618715693861,,0.0,,,0.10261976210375771,606877135.0,,70488270740.0,70488270740.0,5568423632.0,,,,,493629337.0,,,0
YKBNK,2025/9,2025-10-31 08:01:13,0.16864528782530527,0.013381900386476615,,0.0,,,0.40987394955592077,978587656.0,,73127704417.0,73127704417.0,5802638595.0,,,,,832635906.0,,,0
