symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,total_debt
AKSEN,2022/3,2022-05-09 20:04:37,0.09818324874896699,0.05195105184280403,,0.8899183994590626,1.1971636716447747,,,80182852.0,,1543430771.0,,816665297.0,435924916.0,521873473.0,290840558.0,,0.0,,102107662.0,726765474.0
AKSEN,2022/6,2022-08-17 22:05:30,0.1720600209222361,0.09404207257239364,,0.8296068568663967,1.2900970077613052,,,147289841.0,,1566212196.0,,856037563.0,436085932.0,562593156.0,274088700.0,,0.0,,191610652.0,710174632.0
AKSEN,2022/9,2022-11-07 18:20:56,0.2540502326694121,0.13551513545671406,,0.8747000607217061,1.4067277025198532,,,210906393.0,,1556330902.0,,830175949.0,426809686.0,600405009.0,299345267.0,,0.0,,279893254.0,726154953.0
AKSEN,2022/12,2023-02-28 22:33:51,0.17219503285761623,0.10110854135301996,,0.7030710819457697,1.4295563764948516,,,297969565.0,,2947026641.0,,1730419049.0,702309067.0,1003990405.0,514298526.0,,0.0,,637436039.0,1216607593.0
AKSEN,2023/3,2023-05-08 19:21:22,0.05239710214092673,0.031246184901094803,,0.6769119912329149,1.4934189893297363,,-0.31472089568477807,54947633.0,,1758538944.0,,1048676945.0,402966145.0,601797293.0,306895854.0,,0.0,,153982790.0,709861999.0
AKSEN,2023/6,2023-08-15 20:44:37,0.09837644470785056,0.05781320825687068,,0.7016257646652784,1.4101615191346035,,-0.3744043691377194,92143881.0,,1593820578.0,,936645772.0,373522556.0,526727135.0,283652250.0,,0.0,,263028346.0,657174806.0
AKSEN,2023/9,2023-11-06 18:35:10,0.13772519627602978,0.08102072907330314,,0.6998760422338771,1.3579252749254251,,-0.3799815589278984,130765853.0,,1613980206.0,,949469353.0,402334560.0,546340268.0,262176293.0,,0.0,,370434897.0,664510853.0
AKSEN,2023/12,2024-05-09 20:17:25,0.15869678672757506,0.09849366060634968,,0.6112385888655277,1.2414988772238544,,-0.09690678979244072,269094291.0,,2732097572.0,,1695650533.0,673946007.0,836703211.0,362501032.0,,0.0,,437190011.0,1036447039.0
AKSEN,2024/3,2024-05-09 20:17:25,0.018462738954736962,0.010729744112436518,,0.720706361798262,1.1546484803499777,,-0.5913889684747657,22452209.0,,2092520452.0,,1216082243.0,529137162.0,610967420.0,347301047.0,,0.0,,44337731.0,876438209.0
AKSEN,2024/6,2024-09-05 20:38:38,0.038263215706414985,0.02200665874204039,,0.7387108209644997,0.8726501404459509,,-0.5021680604054435,45872167.0,,2084467594.0,,1198858124.0,514673791.0,449130156.0,370935678.0,,0.0,,106379262.0,885609469.0
AKSEN,2024/9,2024-11-06 19:32:38,0.05476351041997373,0.03025579944906672,,0.8100169692149045,0.6503345377651859,,-0.4845838615070251,67398831.0,,2227633453.0,,1230725176.0,611274933.0,397533201.0,385633344.0,,0.0,,178023145.0,996908277.0
AKSEN,2024/12,2025-03-03 19:28:12,0.04507533380240031,0.024250117462499863,,0.8587676481198226,0.6822302260599088,,-0.7352793931997613,71234804.0,,2937503462.0,,1580350005.0,770617271.0,525738395.0,586536186.0,,0.0,,255191049.0,1357153457.0
AKSEN,2025/3,2025-05-12 19:49:08,0.008078364283404183,0.004274359166100384,,0.8899591656857181,0.71563730746465,,-0.5304194789920226,10543120.0,,2466596650.0,,1305105790.0,592677916.0,424142428.0,568812944.0,,0.0,,63036237.0,1161490860.0
AKSEN,2025/6,2025-08-07 20:00:49,0.025240442414497563,0.01251728018356859,,1.0164478260725238,0.8439429777766317,,-0.25972333070726744,33958095.0,,2712897251.0,,1345384302.0,655660018.0,553339668.0,711852931.0,,0.0,,122815006.0,1367512949.0
AKSEN,2025/9,2025-11-10 19:00:40,0.04131009421321089,0.02073361166620109,,0.9924215268559585,0.9464466486526469,,-0.14009435860986966,57956635.0,,2795298568.0,,1402965452.0,588394306.0,556883819.0,803938810.0,,0.0,,200062894.0,1392333116.0
