symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,depreciation,total_debt
TRALT,2020/3,2020-05-28 22:57:34,0.06407618252426653,0.05786209662363645,0.5261652516094163,0.10739475862842573,12.350188811830417,,,59855352.0,113757706.0,1034448378.0,100320444.0,934127934.0,69656917.0,860276077.0,30663527.0,113757706.0,60908903.0,68258091.0,72939114.0,7349188.0,100320444.0
TRALT,2020/6,2020-08-06 21:56:15,0.13056677121186883,0.11826036323885761,0.5762391207700606,0.10406198354181644,11.918879592678092,,,126009190.0,218675174.0,1065523448.0,100429582.0,965093866.0,69833710.0,832339581.0,30595872.0,218675174.0,124608680.0,138017298.0,145598215.0,13408618.0,100429582.0
TRALT,2020/9,2020-11-09 19:22:19,0.2009688101764866,0.18177692293188835,0.5430756097420508,0.10557933831782058,11.32642687948047,,,186332183.0,343105416.0,1025059617.0,97889959.0,927169658.0,69616286.0,788503773.0,28273673.0,343105416.0,199833505.0,224850874.0,233534096.0,25017369.0,97889959.0
TRALT,2020/12,2021-03-01 18:48:58,0.23935313099163152,0.21601036727744713,0.5267337410282966,0.10806316287556464,10.431895285089517,,,243569497.0,462414837.0,1127582440.0,109966769.0,1017615671.0,82649777.0,862193819.0,27316991.0,462414837.0,242200660.0,274241153.0,294888762.0,32040493.0,109966768.0
TRALT,2021/3,2021-04-29 18:13:48,0.08050484640036557,0.07185608106353628,0.6924037762249878,0.12036232993533162,9.244869306644203,0.007609638330787015,0.32595741814366075,79365648.0,114623361.0,1104508440.0,118659121.0,985849319.0,93248849.0,862073422.0,25410272.0,114623361.0,50803468.0,55796510.0,69538382.0,4993042.0,118659121.0
TRALT,2021/6,2021-08-09 18:12:24,0.15101895231420728,0.13450136339070898,0.6192290182960516,0.12280610773823068,9.070106001688268,0.14215572545971772,0.22736541676047597,154659322.0,249761102.0,1149871779.0,125766396.0,1024105383.0,99092101.0,898775860.0,26674295.0,249761102.0,119591908.0,130124833.0,170627726.0,10532925.0,125766396.0
TRALT,2021/9,2021-11-01 18:11:11,0.19792889380671566,0.177956582969369,0.5944962927569999,0.11223136848376329,9.594464109385004,0.02902639111939871,0.1264589381212799,209895553.0,353064528.0,1179476193.0,119016808.0,1060459385.0,95545674.0,916709540.0,23471134.0,353064528.0,182152597.0,197023705.0,233285196.0,14871108.0,119016808.0
TRALT,2021/12,2022-03-01 18:11:56,0.28426301525461334,0.2482008347529524,0.501673658425165,0.14529435623194234,8.395198600195945,-0.030230969859645743,-0.07636906603292776,224968322.0,448435588.0,906396315.0,114987268.0,791409047.0,83785441.0,703395417.0,31201827.0,448435588.0,217987476.0,242556374.0,279914868.0,24568898.0,114987268.0
TRALT,2022/3,2022-04-29 18:21:08,0.0910686611074307,0.08047524068795796,0.7156389824402523,0.13163577180897945,9.140603451912872,-0.12041208597957619,-0.09089548415203515,72151669.0,100821323.0,896569782.0,104292086.0,792277696.0,73502029.0,671852900.0,30790057.0,100821323.0,54629427.0,59410325.0,66825362.0,4780898.0,104292086.0
TRALT,2022/6,2022-08-09 20:08:01,0.14503050767554654,0.1290399704450126,0.5955643643251209,0.12391925676508096,10.977269811167446,-0.27914398375772703,-0.3066924475460975,107226476.0,180041793.0,830955522.0,91618139.0,739337383.0,62778317.0,689134524.0,28839822.0,180041793.0,90476542.0,100471579.0,113336112.0,9995037.0,91618139.0
TRALT,2022/9,2022-10-31 18:15:04,0.2833033753171402,0.24486412610634128,0.5739121473535735,0.1569819566296501,8.759008586332053,-0.17262225221334046,-0.20126980489195975,167649916.0,292117734.0,684665078.0,92896922.0,591768156.0,66153859.0,579442219.0,26743064.0,292117734.0,147731103.0,161426147.0,180759681.0,13695044.0,92896923.0
