symbol,period,announcement_date,roe,roa,net_margin,debt_to_equity,current_ratio,revenue_growth_yoy,profit_growth_yoy,net_profit,net_sales,total_assets,total_liabilities,total_equity,current_liabilities,current_assets,long_term_liabilities,revenue,operating_profit,ebitda,gross_profit,total_debt
ISCTR,2022/3,2022-05-09 18:38:48,0.08164593492448112,0.008788216422428484,,0.0,,,,603452969.0,,68666147941.0,68666147941.0,7391096318.0,,,,,643813369.0,,,0
ISCTR,2022/6,2022-08-08 18:28:25,0.2064407793574325,0.022479239930073888,,0.0,,,,1543118886.0,,68646399558.0,68646399558.0,7474874348.0,,,,,1363815408.0,,,0
ISCTR,2022/9,2022-11-07 18:20:59,0.30213334354542354,0.034325753652082854,,0.0,,,,2388564093.0,,69585190094.0,69585190094.0,7905662000.0,,,,,2140099677.0,,,0
ISCTR,2022/12,2023-02-06 20:25:29,0.362525375276745,0.04926334354086623,,0.0,,,,3703747606.0,,75182627483.0,75182627483.0,10216519611.0,,,,,3139228274.0,,,0
ISCTR,2023/3,2023-05-09 18:31:25,0.06655495445423777,0.008319464340776456,,0.0,,,0.13166650440326194,682907512.0,,82085514647.0,82085514647.0,10260806541.0,,,,,687152098.0,,,0
ISCTR,2023/6,2023-08-07 18:25:34,0.19741546120331427,0.021147450516730695,,0.0,,,0.030852079792379652,1590727313.0,,75220760618.0,75220760618.0,8057764591.0,,,,,1179795233.0,,,0
ISCTR,2023/9,2023-11-06 18:21:00,0.2900233599674552,0.03093413784541085,,0.0,,,-0.0184471780050325,2344501826.0,,75790113748.0,75790113748.0,8083837889.0,,,,,1711426984.0,,,0
ISCTR,2023/12,2024-02-13 18:54:42,0.3339772405134577,0.03644912929221347,,0.0,,,-0.18118169578102725,3032696334.0,,83203533058.0,83203533058.0,9080547912.0,,,,,1808185941.0,,,0
ISCTR,2024/3,2024-05-10 18:50:54,0.05336660152827563,0.005504573847809441,,0.0,,,-0.33558564955425474,453733551.0,,82428461048.0,82428461048.0,8502200590.0,,,,,199776980.0,,,0
ISCTR,2024/6,2024-08-07 18:43:02,0.10618450549693159,0.010503492551925635,,0.0,,,-0.42048228916026664,921854651.0,,87766487808.0,87766487808.0,8681630589.0,,,,,190540040.0,,,0
ISCTR,2024/9,2024-11-04 18:22:35,0.1264105235673834,0.01148776186527337,,0.0,,,-0.5416950641351302,1074496759.0,,93534038362.0,93534038362.0,8500057817.0,,,,,17836813.0,,,0
ISCTR,2024/12,2025-02-12 18:12:26,0.1537307407059574,0.014723704319210008,,0.0,,,-0.5434312280208665,1384634441.0,,94041174081.0,94041174081.0,9006880697.0,,,,,8335316.0,,,0
ISCTR,2025/3,2025-05-06 18:13:04,0.03969530524310736,0.0035243374419363085,,0.0,,,-0.24515024237209207,342500661.0,,97181574308.0,97181574308.0,8628241020.0,,,,,67505669.0,,,0
ISCTR,2025/6,2025-08-05 18:11:15,0.08775923516490305,0.007958766383306398,,0.0,,,-0.13789021605749863,794739914.0,,99857173301.0,99857173301.0,9055912036.0,,,,,104587940.0,,,0
ISCTR,2025/9,2025-10-31 18:10:22,0.1244090542507389,0.01122001501169071,,0.0,,,0.05990029049496649,1138859427.0,,101502486923.0,101502486923.0,9154152275.0,,,,,203704531.0,,,0
