iter	Logloss
384	0.384718248
385	0.3845406393
386	0.3843522168
387	0.3840383014
388	0.3839184611
389	0.3837613412
390	0.383530342
391	0.3833305407
392	0.3831302738
393	0.3829769327
394	0.3827169706
395	0.3825619354
396	0.3824261185
397	0.3822855772
398	0.3821205464
399	0.3819603867
400	0.3818206261
401	0.3816657912
402	0.3815255111
403	0.3813464615
404	0.3811694417
405	0.381048636
406	0.3808500776
407	0.3807271831
408	0.3805980057
409	0.3804765459
410	0.3802470325
411	0.3800959027
412	0.3799357031
413	0.3797902164
414	0.3795654168
415	0.3794295972
416	0.3792850983
417	0.3791355905
418	0.3789389376
419	0.3786954597
420	0.3785494097
421	0.3783285044
422	0.3781354164
423	0.3779823002
424	0.3778647065
425	0.3776709162
426	0.3775040809
427	0.3773854232
428	0.3771885369
429	0.3769629499
430	0.3768686664
431	0.376751773
432	0.3765957579
433	0.3764066134
434	0.3763048035
435	0.3760781539
436	0.3759050097
437	0.3757282622
438	0.3755730961
439	0.3753037465
440	0.3751331685
441	0.3749478292
442	0.3747777127
443	0.3745780113
444	0.3744366469
445	0.374204925
446	0.374000153
447	0.3738608505
448	0.3737164352
449	0.3735920433
450	0.3734268109
451	0.3732683185
452	0.373047458
453	0.3729306646
454	0.372790395
455	0.3724962415
456	0.3722493752
457	0.3721093428
458	0.3719467097
459	0.3718222093
460	0.3716502011
461	0.3714284521
462	0.3712485615
463	0.3711365728
464	0.3709771904
465	0.3708529317
466	0.3707078316
467	0.3705580265
468	0.3703755426
469	0.3702495301
470	0.3700883307
471	0.3699838643
472	0.3697538042
473	0.3696012879
474	0.3694184848
475	0.3692749674
476	0.3691591851
477	0.3689967233
478	0.368892706
479	0.3687474025
480	0.3685626515
481	0.3684090262
482	0.3681794455
483	0.3680521194
484	0.3678909797
485	0.3677143254
486	0.3675388862
487	0.3673901571
488	0.3672400878
489	0.3671276741
490	0.3669438633
491	0.3668043316
492	0.3666861575
493	0.366554092
494	0.3664296711
495	0.3662189464
496	0.3659822919
497	0.3658436742
498	0.365664209
499	0.3655324283
500	0.3654221243
501	0.3652546338
502	0.3651482252
503	0.3650256877
504	0.3648509843
505	0.3646641563
506	0.3645444565
507	0.3644283109
508	0.3642812009
509	0.3641571246
510	0.3640484862
511	0.3639501526
512	0.3638036781
513	0.3636549917
514	0.3634066257
515	0.363251044
516	0.363140653
517	0.3630190004
518	0.3628659659
519	0.3627747244
520	0.3626493674
521	0.3625275204
522	0.3623447562
523	0.3621111082
524	0.3619613357
525	0.361795003
526	0.3616643014
527	0.3615175747
528	0.3613868117
529	0.3612854954
530	0.3611029924
531	0.3608934995
532	0.360758103
533	0.3606053986
534	0.3603968498
535	0.3602481448
536	0.3600128896
537	0.359895444
538	0.3597631015
539	0.3596245733
540	0.3594876426
541	0.3593548584
542	0.3592008512
543	0.3589584094
544	0.3587621954
545	0.3586361789
546	0.3585257462
547	0.3584201455
548	0.358261378
549	0.3581308464
550	0.3579976405
551	0.3578657573
552	0.3577000108
553	0.3575962272
554	0.3575076144
555	0.3573803719
556	0.3572531481
557	0.3571125964
558	0.3569777166
559	0.356876864
560	0.3566774513
561	0.356570996
562	0.3564292051
563	0.356321102
564	0.3561818137
565	0.3560577818
566	0.355910836
567	0.3557623914
568	0.3556401184
569	0.3555289513
570	0.3553828092
571	0.3552534072
572	0.3551260925
573	0.3549939629
574	0.3548940216
575	0.3547616377
576	0.3545433134
577	0.3544168149
578	0.3542604444
579	0.3541673495
580	0.3540806467
581	0.353967921
582	0.3538808696
583	0.3537200888
584	0.3535980086
585	0.35346327
586	0.3533614032
587	0.353233824
588	0.3531115288
589	0.3529937808
590	0.352891059
591	0.3527550718
592	0.3526754224
593	0.3526002204
594	0.3524866592
595	0.3523876792
596	0.3522653887
597	0.352163072
598	0.3520075332
599	0.351891049
600	0.3517596965
601	0.3516607922
602	0.3515349272
603	0.3514114408
604	0.3512503189
605	0.3511484306
606	0.3510773704
607	0.3509539687
608	0.3507824047
609	0.350711687
610	0.3505529301
611	0.3504502623
612	0.350305019
613	0.3501900827
614	0.3500637379
615	0.3499740756
616	0.3498322438
617	0.3496837489
618	0.3495804397
619	0.3494634407
620	0.3493104457
621	0.3492012105
622	0.3490983162
623	0.3490094702
624	0.348901232
625	0.3487723091
626	0.3486560462
627	0.3485257467
628	0.3483977664
629	0.3483020479
630	0.3481642596
631	0.3480436799
632	0.347881039
633	0.347790621
634	0.3476633428
635	0.3475552075
636	0.3474076524
637	0.3472874279
638	0.3471056841
639	0.346958694
640	0.3468535146
641	0.3467040144
642	0.3465996176
643	0.3464849364
644	0.3463325246
645	0.3462206874
646	0.3461089635
647	0.3460227646
648	0.3459187068
649	0.3458046083
650	0.3456588579
651	0.3455684866
652	0.3454716647
653	0.3453959758
654	0.34531892
655	0.3452011577
656	0.345114085
657	0.3449982389
658	0.3448451003
659	0.3447071099
660	0.3446126577
661	0.344501447
662	0.3443751057
663	0.3442696749
664	0.3441616075
665	0.3440501531
666	0.3439303289
667	0.3438472342
668	0.3437140279
669	0.3435763584
670	0.3434337005
671	0.3433633929
672	0.3432379226
673	0.3431126378
674	0.3430044476
675	0.3428402433
676	0.3426933593
677	0.3425766348
678	0.3424679366
679	0.3423436107
680	0.3421803564
681	0.3420391742
682	0.3419323765
683	0.3418453957
684	0.3417329123
685	0.341616513
686	0.3414848894
687	0.3413909876
688	0.3412898451
689	0.341195517
690	0.3410860938
691	0.3409976501
692	0.3408756359
693	0.3407921951
694	0.340700979
695	0.3406240679
696	0.3405321481
697	0.3404112647
698	0.3402945418
699	0.3401344682
