iter	Logloss
0	0.6805880356
1	0.6694101663
2	0.6592151005
3	0.6500009591
4	0.6420800192
5	0.6344073843
6	0.6273851754
7	0.621265274
8	0.615270458
9	0.6099661132
10	0.6042746895
11	0.5993125461
12	0.5944771329
13	0.5902675733
14	0.58633008
15	0.5828438194
16	0.5795833353
17	0.5757275788
18	0.5718647986
19	0.5689193194
20	0.5661096431
21	0.5632281675
22	0.560729106
23	0.5582363627
24	0.5560180415
25	0.5539562497
26	0.5511248249
27	0.5493307473
28	0.5474496492
29	0.5454355
30	0.5432509843
31	0.540914989
32	0.5390735626
33	0.5369162608
34	0.535074141
35	0.5334576711
36	0.5319805385
37	0.530810412
38	0.5296653455
39	0.5285520381
40	0.5270942074
41	0.5252872063
42	0.5241934785
43	0.5229678105
44	0.5216279457
45	0.5203737515
46	0.5185588051
47	0.517050131
48	0.5160368559
49	0.5149338938
50	0.514108959
51	0.5132068518
52	0.5122369477
53	0.5108765619
54	0.5094418467
55	0.5078902169
56	0.5067461256
57	0.5059500909
58	0.504933701
59	0.5038416032
60	0.5030186164
61	0.5021216201
62	0.5010638728
63	0.5004777738
64	0.499828871
65	0.4991169918
66	0.497587744
67	0.4967655056
68	0.496209125
69	0.4953053178
70	0.4944834198
71	0.4937398116
72	0.4928006469
73	0.4919052392
74	0.4908447043
75	0.4900380596
76	0.4895256528
77	0.4887743482
78	0.4879160108
79	0.4869241198
80	0.4862042544
81	0.4854997159
82	0.4847203308
83	0.4842767667
84	0.4836967957
85	0.482846121
86	0.4821379872
87	0.4813079893
88	0.4807575678
89	0.4802957391
90	0.479326438
91	0.4788008039
92	0.4784016385
93	0.4780552815
94	0.4773551395
95	0.4768660778
96	0.4761373434
97	0.4752200893
98	0.4745038703
99	0.4741526124
100	0.4735591888
101	0.4731159864
102	0.4724829333
103	0.4717471023
104	0.4711396325
105	0.4704459393
106	0.4698582092
107	0.4693101381
108	0.4685366995
109	0.4679847489
110	0.4672347557
111	0.466465087
112	0.4657758562
113	0.4653899547
114	0.4651322197
115	0.4647997791
116	0.4643916254
117	0.4638888721
118	0.4633192158
119	0.4629226257
120	0.4626638943
121	0.4621016742
122	0.4616319611
123	0.4612770639
124	0.4608319135
125	0.4603613154
126	0.4598780589
127	0.4594073099
128	0.4589538828
129	0.4584743047
130	0.4580468254
131	0.4573570805
132	0.4570446082
133	0.4564403128
134	0.4561484483
135	0.4556237023
136	0.4552272825
137	0.4548115417
138	0.454376265
139	0.4539436032
140	0.4533423683
141	0.4529212299
142	0.4524958255
143	0.4519295174
144	0.4514966922
145	0.4511230267
146	0.4508535096
147	0.4503742471
148	0.4499038874
149	0.4496455394
150	0.4492722037
151	0.4488071252
152	0.4484579965
153	0.4481354842
154	0.44766584
155	0.4472327812
156	0.4468251473
157	0.4463654036
158	0.4459367816
159	0.4454627288
160	0.4451532868
161	0.4447142723
162	0.4444712751
163	0.4440177178
164	0.4436609198
165	0.4432748301
166	0.4428110627
167	0.4424525057
168	0.4419592812
169	0.4414540879
170	0.4409654466
171	0.4406340859
172	0.4404404754
173	0.440124898
174	0.4398974941
175	0.4395934602
176	0.4392420032
177	0.4390143018
178	0.4385408825
179	0.4382072583
180	0.4377556613
181	0.4372875223
182	0.4368442332
183	0.4366715642
184	0.4361528155
185	0.4359786761
186	0.4354313849
187	0.4351244356
188	0.4349007469
189	0.4345788845
190	0.4341985292
191	0.4339781423
192	0.4337780586
193	0.4334459949
194	0.4330788592
195	0.4328796042
196	0.43255762
197	0.432149522
198	0.431833409
199	0.4314519766
200	0.4312491902
201	0.4308652939
202	0.4306163315
203	0.4302432329
204	0.4298972915
205	0.4296332938
206	0.4292582408
207	0.4289062282
208	0.4286963867
209	0.4282870509
210	0.4280239103
211	0.4277377217
212	0.4274108751
213	0.4269198365
214	0.4266736619
215	0.4263877471
216	0.4261446351
217	0.4258817678
218	0.425674954
219	0.425350428
220	0.4249886274
221	0.4247432839
222	0.4244501801
223	0.4243065318
224	0.4239304614
225	0.4236255478
226	0.4233916405
227	0.4230679952
228	0.422689594
229	0.422451674
230	0.422230615
231	0.4219761325
232	0.4217550322
233	0.4214341305
234	0.4211111237
235	0.4208029338
236	0.4204430106
237	0.42028372
238	0.419972159
239	0.4196304261
240	0.4192817342
241	0.4190644758
242	0.4188440329
243	0.4185504334
244	0.4183260535
245	0.4180095211
246	0.4176791261
247	0.4173699624
248	0.4171557893
249	0.4169392128
250	0.4166027318
251	0.4162733463
252	0.4159794513
253	0.4157378197
254	0.4153644489
255	0.414929417
256	0.4144752993
257	0.414254878
258	0.4140030079
259	0.4136220452
260	0.4131403111
261	0.4129594488
262	0.4127615411
263	0.4125827048
264	0.4123892719
265	0.4120066627
266	0.411765946
267	0.4115504795
268	0.4112389703
269	0.4108920248
270	0.4105819375
271	0.4100564062
272	0.4097893097
273	0.4095144442
274	0.4091713851
275	0.4089681404
276	0.4087512082
277	0.4085187795
278	0.4080676994
279	0.4076667129
280	0.4074818275
281	0.4073577996
282	0.4070823126
283	0.4066723126
284	0.4065107692
285	0.4063288703
286	0.4061596097
287	0.4058665219
288	0.4055276137
289	0.4052852177
290	0.4049640014
291	0.4047430095
292	0.404438763
293	0.4042269209
294	0.4040322931
295	0.4036644884
296	0.403280064
297	0.403066965
298	0.4027910979
299	0.4026124677
300	0.4023605155
301	0.4021104874
302	0.4018372724
303	0.4017040528
304	0.4014851385
305	0.4013048858
306	0.4010947046
307	0.4008319233
308	0.4006470722
309	0.4003935605
310	0.4000103893
311	0.3996464047
312	0.3993269749
313	0.3990822451
314	0.3988736307
315	0.3985786035
316	0.3983890912
317	0.3981123503
318	0.3978894826
319	0.3977221397
320	0.3974817897
321	0.3973448577
322	0.3971940067
323	0.3968625151
324	0.3966196469
325	0.3963837258
326	0.396227535
327	0.3959951948
328	0.3957081778
329	0.3953996145
330	0.3951738809
331	0.39496987
332	0.3948081052
333	0.3946445669
334	0.3945170564
335	0.3943305379
336	0.3941153064
337	0.3938461
338	0.393620571
339	0.3934605415
340	0.3932750749
341	0.3931090033
342	0.3928921078
343	0.3927369047
344	0.3925737241
345	0.3924208097
346	0.3922596615
347	0.3919690463
348	0.3917619043
349	0.3915528613
350	0.3913830173
351	0.3911330312
352	0.3910183135
353	0.3908118169
354	0.3906145495
355	0.3903933641
356	0.3901036589
357	0.3898818638
358	0.3897113643
359	0.3895350257
360	0.3893780253
361	0.3892355211
362	0.3890109367
363	0.3888121296
364	0.3885891946
365	0.3884189103
366	0.3881625435
367	0.3878880543
368	0.3876500326
369	0.3874515147
370	0.387255214
371	0.3870597006
372	0.3868400845
373	0.3866930609
374	0.3864757135
375	0.3863383437
376	0.3861659766
377	0.3859998144
378	0.3858552101
379	0.3856945224
380	0.3855390126
381	0.3853445931
382	0.3851077017
383	0.3849365456
