AUC,Precision,Recall,F1,Fold AUCs
0.882084457216785,0.796509875900611,0.7849092258891813,0.7906670020599493,"[0.8877126886127847, 0.8791947043004403, 0.8725049865324765, 0.8897428925441588, 0.8871566086028847]"
