rebalance_date,n_universe,n_liquid,strategy_gross_ret,strategy_net_ret,market_ret,alpha_ret,hit_rate_nominal,alpha_positive,strategy_equity,market_equity,alpha_equity
2020-01-02,78,78,0.32627794238079855,0.32527794238079855,0.32460010102710884,0.000677841353689701,1.0,1.0,1.3252779423807985,1.324600101027109,1.0006778413536896
2020-05-11,79,79,0.5078650752148837,0.5068650752148837,0.14431958780359658,0.3625454874112871,1.0,1.0,1.9970150463262681,1.5157658416119435,1.3634690770889377
2020-09-22,90,90,1.1891664333752097,1.1881664333752098,0.3755258012915458,0.812640632083664,1.0,1.0,4.36980129131638,2.0849750238536227,2.471479449721022
2021-01-28,87,87,0.46756993758950155,0.46656993758950155,-0.206029934316787,0.6725998719062886,1.0,1.0,6.408619207084387,1.6554077566369192,4.133796211022406
2021-06-09,93,93,1.8705732126366676,1.8695732126366678,0.38024845394379964,1.4893247586928682,1.0,1.0,18.3900020066382,2.284873996744681,10.290361255488845
2021-10-21,86,86,2.0589867555202543,2.0579867555202545,1.4382307858588634,0.619755969661391,1.0,1.0,56.236382570290516,5.5710501206712655,16.667874073550344
2022-02-25,95,95,0.8018199186427909,0.8008199186427909,-0.5112684541715946,1.3120883728143855,1.0,1.0,101.27159788499543,2.722747937363192,38.5375978449901
2022-07-07,102,102,5.62642049060057,5.62542049060057,0.8369077656293802,4.78851272497119,1.0,1.0,670.9669197431101,5.001436829993825,223.0753755155475
2022-11-16,95,95,0.414016320266496,0.413016320266496,0.7295338601692726,-0.3165175399027766,1.0,0.0,948.0872079559548,8.65015434697199,152.4681064444783
2023-03-29,104,104,3.2998569518819876,3.2988569518819877,0.0803673505934992,3.2184896012884883,1.0,1.0,4075.6912849118394,9.345344334062968,643.1851215641781
2023-08-10,109,109,6.0409664087503625,6.039966408750362,-0.06924074808115009,6.109207156831512,1.0,1.0,28692.729738215952,8.698265701296512,4572.5362693916
2023-12-15,108,108,1.8754731691695987,1.8744731691695988,0.2758086683830503,1.5986645007865485,1.0,1.0,82476.4817827364,11.097322781613062,11882.48768182691
2024-04-26,110,110,2.178555030091323,2.177555030091323,-0.018863954764541894,2.196418984855865,1.0,1.0,262073.55955296944,10.887983386653193,37981.40921350749
2024-09-09,103,103,0.9024829769990736,0.9014829769990736,0.15677618366193924,0.7447067933371344,1.0,1.0,498328.4122115244,12.594959869787278,66266.42267532415
2025-01-15,111,111,2.6946368176348807,2.693636817634881,-0.02226783432053901,2.71590465195542,1.0,1.0,1840644.170618018,12.314497390133017,246239.70828768113
2025-05-28,111,111,2.03260208813514,2.03160208813514,-0.11950918701921644,2.1511112751543564,1.0,1.0,5580100.711159356,10.842801818487958,775928.7211760316
