Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
TKFEN,10.05.2023,"5,06","1,4089","140,89","126,80",521.291.150,38
TKFEN,12.04.2023,"3,82","1,4089","140,89","126,80",521.291.150,38
TKFEN,26.04.2022,"3,02","0,6938","69,38","62,44",256.687.500,31
TKFEN,05.01.2021,"1,15","0,1921","19,21","16,33",71.081.921,A/D
TKFEN,24.09.2020,"2,49","0,3842","38,42","32,66",142.163.842,10
TKFEN,27.04.2020,"3,97","0,5763","57,63","48,99",213.245.800,15
