Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
BRISA,28.03.2025,"2,43","2,1296","212,96","181,02",649.776.897,34
BRISA,24.04.2024,"2,69","3,3940","339,40","305,46",1.035.566.674,18
BRISA,29.03.2023,"6,53","3,6000","360,00","324,00",93.297.736,4
BRISA,29.03.2022,"6,21","2,0279","202,79","182,51",618.746.511,62
BRISA,30.03.2021,"2,89","0,8070","80,70","68,60",246.229.318,46
BRISA,25.03.2020,"1,38","0,0930","9,30","7,91",28.375.869,25
