Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
PRKME,23.07.2024,"5,18","1,3435","134,35","120,91",200.000.000,41
PRKME,03.10.2023,"3,41","1,1420","114,20","102,78",170.000.000,A/D
