Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
DOHOL,01.09.2025,"1,59","0,3057","30,57","25,98",800.000.000,15
DOHOL,08.07.2024,"0,30","0,0500","5,00","4,50",130.849.805,A/D
DOHOL,16.06.2023,"1,90","0,1853","18,53","16,68",485.000.000,209
DOHOL,08.05.2023,"0,88","0,0726","7,26","6,53",190.000.000,82
DOHOL,30.11.2022,"1,42","0,1112","11,12","10,01",291.000.000,10
DOHOL,02.06.2022,"3,15","0,1261","12,61","11,35",330.000.000,12
DOHOL,28.04.2021,"2,34","0,0688","6,88","5,85",180.000.000,13
DOHOL,10.04.2020,"2,42","0,0382","3,82","3,25",100.000.000,16
