Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
SAHOL,02.04.2025,"3,57","3,0000","300,00","255,00",6.301.127.908,A/D
SAHOL,02.05.2024,"3,19","2,9430","294,30","264,87",6.181.406.477,28
SAHOL,03.04.2023,"4,42","1,7500","175,00","157,50",3.570.706.879,9
SAHOL,01.04.2022,"4,27","0,7500","75,00","67,50",1.530.302.948,13
SAHOL,05.04.2021,"3,79","0,3500","35,00","29,75",714.141.376,15
SAHOL,01.04.2020,"4,41","0,3300","33,00","28,05",673.333.297,18
