Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
HLGYO,18.06.2025,"0,16","0,0043","0,43","0,43",16.000.000,1
HLGYO,19.07.2024,"0,55","0,0170","1,70","1,70",53.500.000,1
HLGYO,11.08.2023,"0,10","0,0048","0,48","0,48",7.500.000,0
HLGYO,05.04.2022,"0,13","0,0026","0,26","0,26",4.000.000,1
HLGYO,07.04.2021,"0,15","0,0052","0,52","0,52",4.999.962,1
HLGYO,29.06.2020,"0,22","0,0047","0,47","0,47",4.399.926,1
