Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
ASELS,25.11.2024,"0,16","0,1118","11,18","10,07",510.000.000,5
ASELS,22.11.2023,"0,19","0,0877","8,77","7,89",400.000.000,31
ASELS,16.11.2022,"0,49","0,2018","20,18","18,16",460.000.000,6
ASELS,19.11.2021,"0,94","0,1754","17,54","14,91",400.000.000,9
ASELS,18.12.2020,"0,27","0,0490","4,90","4,16",55.833.324,2
ASELS,16.10.2020,"0,27","0,0490","4,90","4,16",55.833.324,2
ASELS,17.07.2020,"0,30","0,0980","9,80","8,33",111.666.648,3
