Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
BERA,18.09.2023,"0,33","0,0500","5,00","4,50",34.160.000,A/D
BERA,20.07.2022,"0,69","0,1000","10,00","9,00",34.160.000,5
