Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
ALKA,10.04.2023,"1,72","0,5328","53,28","47,95",97.901.743,20
ALKA,19.04.2022,"5,70","1,6415","164,15","147,74",86.181.044,47
ALKA,12.04.2021,"4,46","0,8830","88,30","75,06",46.359.086,55
ALKA,05.01.2021,"3,23","0,4660","46,60","39,61",24.466.969,29
ALKA,27.04.2020,"2,87","0,2096","20,96","17,82",11.005.139,25
