Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
CLEBI,24.04.2025,"5,18","147,5000","14.750,00","12.537,50",3.584.250.000,80
CLEBI,24.04.2024,"3,66","63,0000","6.300,00","5.670,00",1.530.900.000,92
CLEBI,17.04.2023,"7,20","42,4000","4.240,00","3.816,00",1.030.320.000,95
CLEBI,27.04.2022,"2,57","6,7500","675,00","607,50",164.025.000,31
CLEBI,04.01.2021,"1,28","2,3750","237,50","201,88",57.712.500,A/D
CLEBI,31.08.2020,"2,69","1,9750","197,50","167,88",47.992.500,25
