Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
PETUN,24.06.2024,"2,41","2,2400","224,00","201,60",97.070.400,14
PETUN,03.04.2023,"5,76","3,1400","314,00","282,60",136.071.900,41
PETUN,29.04.2022,"4,67","1,2200","122,00","109,80",52.868.700,39
PETUN,30.04.2021,"6,00","1,5200","152,00","129,20",65.869.200,69
PETUN,31.12.2020,"2,82","0,6750","67,50","57,38",29.251.125,63
PETUN,14.10.2020,"0,88","0,2250","22,50","19,13",9.750.375,21
