Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
BIZIM,09.10.2023,"1,54","0,8333","83,33","75,00",50.000.000,7
BIZIM,08.10.2021,"2,51","0,3207","32,07","27,26",19.242.522,50
BIZIM,05.10.2020,"0,87","0,1378","13,78","11,71",8.268.882,25
