Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
VESBE,24.07.2025,"0,42","0,0439","4,39","3,73",70.238.080,21
VESBE,25.07.2024,"3,21","0,7259","72,59","65,33",1.161.481.600,17
VESBE,31.07.2023,"1,32","0,2205","22,05","19,85",352.827.680,167
VESBE,30.06.2022,"4,50","0,4364","43,64","39,28",698.308.800,46
VESBE,30.07.2021,"3,03","1,4035","140,35","119,30",266.666.653,20
VESBE,30.06.2021,"3,03","1,4035","140,35","119,30",266.666.653,20
VESBE,31.05.2021,"2,77","1,4035","140,35","119,30",266.666.653,20
VESBE,14.07.2020,"2,32","0,6777","67,77","57,61",128.766.192,23
