Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
CCOLA,26.05.2025,"2,08","1,0722","107,22","91,14",3.000.099.877,16
CCOLA,27.05.2024,"1,00","7,8626","786,26","707,63",2.000.015.711,7
CCOLA,22.05.2023,"1,16","2,9485","294,85","265,37",750.012.251,5
CCOLA,18.05.2022,"1,87","2,3600","236,00","212,40",600.315.020,26
CCOLA,27.05.2021,"2,47","1,9700","197,00","167,45",501.110.441,41
CCOLA,18.02.2021,"1,04","0,8300","83,00","70,55",211.127.749,17
CCOLA,28.05.2020,"2,17","0,9400","94,00","79,90",239.108.535,25
