Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
KRDMB,28.11.2023,"0,54","0,1096","10,96","9,87",13.099.816,11
KRDMB,21.06.2023,"0,65","0,1096","10,96","9,87",13.099.816,11
KRDMB,28.11.2022,"3,81","0,4386","43,86","39,47",52.399.266,13
KRDMB,28.06.2022,"4,26","0,4386","43,86","39,47",52.399.266,13
