Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
MGROS,12.11.2025,"0,73","3,5901","359,01","305,16",650.000.000,8
MGROS,28.05.2025,"1,38","6,9040","690,40","586,84",1.250.000.000,16
MGROS,13.11.2024,"0,64","2,8721","287,21","258,49",520.000.000,4
MGROS,27.05.2024,"1,48","6,9040","690,40","621,36",1.250.000.000,10
MGROS,30.05.2023,"1,50","2,6070","260,70","234,63",472.000.000,5
