Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
BUCIM,18.06.2025,"0,98","0,0667","6,67","5,67",100.000.000,16
BUCIM,30.09.2024,"0,89","0,0667","6,67","6,00",100.000.000,4
BUCIM,27.12.2023,"0,72","0,0500","5,00","4,50",75.000.000,19
