Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
GARAN,28.03.2025,"3,57","4,3893","438,93","373,09",18.434.998.680,20
GARAN,29.03.2024,"4,36","3,1190","311,90","280,71",13.099.758.000,15
GARAN,14.04.2023,"7,09","2,0896","208,96","188,07",8.776.373.677,15
GARAN,25.05.2022,"2,06","0,3113","31,13","28,01",1.307.330.640,10
GARAN,05.04.2021,"2,11","0,1485","14,85","12,62",623.799.960,10
