Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
SARKY,25.04.2025,"2,11","0,4118","41,18","35,00",247.058.820,56
SARKY,07.06.2024,"1,29","0,4444","44,44","40,00",222.222.200,11
SARKY,12.06.2023,"0,77","0,2500","25,00","22,50",100.000.000,11
SARKY,22.04.2022,"1,50","0,3000","30,00","27,00",90.000.000,16
SARKY,05.05.2021,"1,61","0,2500","25,00","21,25",75.000.000,30
SARKY,13.07.2020,"1,32","0,0945","9,45","8,03",18.900.000,21
