Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
TCELL,20.06.2025,"2,05","1,8182","181,82","154,55",4.000.000.000,14
TCELL,05.12.2024,"3,03","2,8532","285,32","256,79",6.276.998.060,35
TCELL,20.12.2023,"1,88","1,0273","102,73","92,45",2.260.000.000,33
TCELL,26.07.2022,"3,22","0,5717","57,17","51,45",1.257.774.540,25
TCELL,27.10.2021,"2,49","0,3918","39,18","33,30",861.928.980,20
TCELL,30.07.2021,"2,53","0,3918","39,18","33,30",861.928.980,20
TCELL,30.04.2021,"2,52","0,3918","39,18","33,30",861.928.980,20
TCELL,30.11.2020,"2,35","0,3689","36,89","31,36",811.621.800,25
