Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
LOGO,12.06.2025,"3,31","5,2632","526,32","447,37",500.000.000,113
LOGO,12.06.2024,"4,63","4,0000","400,00","360,00",400.000.000,198
LOGO,24.05.2023,"2,77","1,5000","150,00","135,00",150.000.000,47
LOGO,16.05.2022,"2,09","0,9000","90,00","81,00",90.000.000,34
LOGO,19.04.2021,"0,75","1,2000","120,00","102,00",30.000.000,26
