Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
VBTYZ,26.05.2023,"2,08","0,7500","75,00","67,50",19.500.000,183
VBTYZ,25.05.2022,"2,19","0,5000","50,00","45,00",13.000.000,38
