Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
KRDMD,28.11.2023,"0,44","0,1096","10,96","9,87",85.551.078,11
KRDMD,21.06.2023,"0,56","0,1096","10,96","9,87",85.551.078,11
KRDMD,28.11.2022,"2,96","0,4386","43,86","39,47",342.204.316,13
KRDMD,28.06.2022,"3,44","0,4386","43,86","39,47",342.204.316,13
