Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
ARCLK,25.09.2023,"1,70","2,6638","266,38","239,74",1.800.000.000,29
ARCLK,28.03.2022,"3,84","2,2198","221,98","199,78",1.500.000.000,49
ARCLK,29.03.2021,"6,39","2,2198","221,98","188,69",1.500.000.000,53
