Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
VESTL,30.11.2021,"7,57","2,3458","234,58","199,39",786.911.317,44
VESTL,30.09.2021,"8,12","2,3458","234,58","199,39",786.911.317,44
VESTL,30.07.2021,"7,28","2,3458","234,58","199,39",786.911.317,44
