Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
AKSEN,06.06.2024,"2,77","1,3047","130,47","117,42",1.600.000.000,20
AKSEN,03.05.2023,"2,86","0,8154","81,54","73,39",1.000.000.000,18
AKSEN,20.07.2022,"2,03","0,5708","57,08","51,37",630.000.000,38
