Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
KONTR,08.07.2025,"0,14","0,0308","3,08","2,62",20.000.000,6
KONTR,05.09.2024,"0,09","0,0462","4,62","4,15",30.000.000,5
KONTR,12.07.2023,"0,09","0,1500","15,00","13,50",30.000.000,5
KONTR,05.07.2022,"0,22","0,3266","32,66","29,39",12.429.625,10
KONTR,27.08.2021,"0,34","0,1815","18,15","15,42",6.906.646,29
