Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
KORDS,29.03.2023,"0,41","0,2930","29,30","26,37",57.000.000,4
KORDS,04.04.2022,"2,31","0,8225","82,25","74,02",160.000.000,21
KORDS,26.03.2020,"2,78","0,2500","25,00","21,25",48.632.269,14
