Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
TTRAK,02.04.2025,"5,94","48,4676","4.846,76","4.119,74",4.850.000.000,67
TTRAK,08.11.2024,"3,57","26,9820","2.698,20","2.428,38",2.700.000.000,20
TTRAK,01.04.2024,"6,37","62,9579","6.295,79","5.666,21",6.299.999.999,47
TTRAK,10.03.2023,"6,40","39,3487","3.934,87","3.541,38",2.008.125.000,47
TTRAK,28.03.2022,"8,30","22,4850","2.248,50","2.023,65",1.200.000.000,91
TTRAK,25.03.2021,"6,75","15,9268","1.592,68","1.353,78",850.000.000,109
TTRAK,20.03.2020,"4,49","1,8737","187,37","159,27",100.000.000,89
