Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
TUPRS,30.09.2025,"3,84","7,4216","742,16","630,84",14.300.000.000,62
TUPRS,28.03.2025,"5,47","7,7849","778,49","661,72",15.000.000.000,65
TUPRS,27.09.2024,"7,02","11,9369","1.193,69","1.074,32",23.000.000.000,30
TUPRS,03.04.2024,"5,90","10,3799","1.037,99","934,19",20.000.000.000,26
TUPRS,29.09.2023,"4,59","7,5254","752,54","677,29",14.500.000.000,24
TUPRS,10.03.2023,"7,11","45,4122","4.541,22","4.087,10",12.500.000.011,20
