Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
AKCNS,24.03.2025,"3,52","6,2681","626,81","532,78",1.200.000.000,57
AKCNS,15.04.2024,"3,91","6,0069","600,69","540,62",1.150.000.000,34
AKCNS,27.03.2023,"2,05","1,3058","130,58","117,53",250.000.000,13
AKCNS,09.05.2022,"2,32","0,4800","48,00","43,20",91.894.593,30
AKCNS,30.03.2021,"2,65","0,5483","54,83","46,61",104.970.408,91
AKCNS,26.03.2020,"3,44","0,2420","24,20","20,57",46.330.191,62
