Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
MAGEN,12.04.2023,"0,06","0,0244","2,44","2,20",10.000.000,A/D
MAGEN,10.08.2022,"1,23","0,1700","17,00","15,30",69.700.000,7
