Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
AEFES,27.05.2025,"0,84","1,2740","127,40","108,29",754.342.105,5
AEFES,28.05.2024,"1,13","2,3500","235,00","211,50",1.391.447.368,4
AEFES,18.09.2023,"1,02","1,0657","106,57","95,91",631.006.579,4
AEFES,23.05.2023,"1,80","1,0657","106,57","95,91",631.006.579,4
AEFES,20.05.2022,"6,13","1,8545","185,45","166,91",1.098.059.210,103
AEFES,28.05.2021,"7,85","1,9348","193,48","164,46",1.145.605.263,141
AEFES,14.07.2020,"7,81","1,7740","177,40","150,79",1.050.394.737,102
