Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
ALFAS,30.09.2025,"0,35","0,1630","16,30","13,86",60.000.000,24
ALFAS,14.08.2024,"1,36","0,8152","81,52","73,37",300.000.000,20
ALFAS,03.05.2023,"1,12","4,0000","400,00","360,00",184.000.000,23
