Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
BMSCH,03.05.2023,"2,34","0,3079","30,79","27,71",11.111.111,A/D
BMSCH,05.05.2022,"2,29","0,1908","19,08","17,17",6.885.364,28
