Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
TEZOL,09.05.2025,"0,61","0,1000","10,00","8,50",50.000.000,27
TEZOL,24.07.2024,"0,43","0,0795","7,95","7,16",35.000.000,92
TEZOL,30.09.2022,"0,33","0,0455","4,55","4,09",4.545.450,2
TEZOL,29.04.2022,"2,67","0,4500","45,00","40,50",45.000.000,18
