Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
TRGYO,04.06.2025,"5,58","3,5000","350,00","350,00",3.500.000.000,34
TRGYO,22.07.2024,"4,31","2,3500","235,00","235,00",2.350.000.000,12
TRGYO,29.05.2023,"1,43","0,2000","20,00","20,00",200.000.000,1
