Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
ISCTR,28.03.2025,"1,46","0,1821","18,21","15,48",5.162.078.805,11
ISCTR,01.04.2024,"2,54","0,2891","28,91","26,02",7.226.446.328,10
ISCTR,03.04.2023,"7,12","0,9230","92,30","83,07",9.230.408.309,15
ISCTR,29.03.2022,"3,50","0,2993","29,93","26,94",1.212.078.829,9
ISCTR,02.04.2021,"2,96","0,1514","15,14","12,86",681.082.770,10
