Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
YKBNK,03.04.2024,"4,16","1,2076","120,76","108,69",10.200.999.547,15
YKBNK,20.03.2023,"8,32","0,9365","93,65","84,29",7.910.999.720,15
YKBNK,13.04.2022,"2,29","0,1184","11,84","10,65",1.000.000.000,10
YKBNK,01.04.2021,"2,69","0,0592","5,92","5,03",500.000.000,10
