Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
TATGD,24.03.2022,"2,98","0,3350","33,50","30,15",45.560.000,20
TATGD,26.03.2021,"2,52","0,2500","25,00","21,25",34.000.000,20
TATGD,26.03.2020,"3,28","0,2000","20,00","17,00",27.200.000,41
