Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
GWIND,27.08.2024,"2,79","0,8093","80,93","72,83",437.000.000,49
GWIND,26.12.2023,"1,09","0,2315","23,15","20,83",125.000.000,9
GWIND,05.05.2023,"3,49","0,5142","51,42","46,28",275.000.000,19
GWIND,26.05.2022,"3,92","0,2805","28,05","25,24",150.000.000,88
