Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
EKGYO,16.06.2025,"2,64","0,4000","40,00","40,00",1.520.000.000,9
EKGYO,12.04.2023,"3,28","0,2390","23,90","23,90",908.200.000,69
EKGYO,25.04.2022,"3,53","0,1027","10,27","10,27",390.260.000,27
EKGYO,05.05.2021,"1,19","0,0217","2,17","2,17",82.460.000,10
EKGYO,23.07.2020,"0,84","0,0202","2,02","2,02",76.646.000,10
