Kod,Dagitim_Tarihi,Temettu_Verim,Hisse_Basi_TL,Brut_Oran,Net_Oran,Toplam_Temettu_TL,Dagitma_Orani
THYAO,02.09.2025,"1,02","3,4420","344,20","292,57",4.750.000.000,3
THYAO,16.06.2025,"1,31","3,4420","344,20","292,57",4.750.000.000,3
