entry_date,exit_date,symbol,entry_price,exit_price,shares,return,reason,days_held
2025-11-18,,TCELL,93.625,,21,,ENTRY,0
2025-11-18,,ZOREN,3.265,,612,,ENTRY,0
2025-11-18,,ENKAI,74.309,,26,,ENTRY,0
2025-11-18,,ASELS,187.996,,10,,ENTRY,0
2025-11-18,,AYDEM,18.434,,108,,ENTRY,0
