FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,264678829,265657905,257800087,457270826,293588969,213494062,304252892,433734838,355384529,389185694,435097785,532896063,435967131,500006755,485981218,GLYHO
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,136550954,107152138,103382213,162620877,154013688,88191397,160981518,215211621,195282048,206855763,244043011,281540820,213153276,295950132,286713092,GLYHO
1AB,Finansal Yatırımlar,Short-Term Financial Investments,12692698,20059916,16981205,33386740,19691857,15161277,21222592,34230788,25534777,28227955,30225173,37353115,31556140,26200996,29702694,GLYHO
1AC,Ticari Alacaklar,Short-Term Trade Receivables,35079723,54451863,66421909,119867338,44317399,45321911,46164739,75857458,48988514,55788053,62307065,87837076,59445045,61351320,64524803,GLYHO
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,20541093,17448589,17824002,49251657,21734314,19750768,25564023,21847148,24266680,34556750,22744623,32930289,44449042,38779996,27170448,GLYHO
1AE,Diğer Alacaklar,Short-Term Other Receivables,11256854,12712417,11910628,19057566,12340846,10817950,11225069,17134280,12562927,14489305,13342886,13631669,29532127,18943970,19975418,GLYHO
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
1AF,Stoklar,Inventories,10292351,9529020,9011956,30442011,13679520,8557372,10294826,28321514,18364663,17421898,19312038,22351837,15885782,14802051,15151306,GLYHO
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
1AH,Diğer Dönen Varlıklar,Other Current Assets,38265157,44303964,32268173,42644637,27811345,25693386,28800125,41132030,30384921,31845969,43122989,57251257,41945721,43978289,42743458,GLYHO
1AI,(Ara Toplam),(Subtotal),264678829,265657905,257800087,457270826,293588969,213494062,304252892,433734838,355384529,389185694,435097785,532896063,435967131,500006755,485981218,GLYHO
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
1AK,Duran Varlıklar,LONG TERM ASSETS,891880241,872635651,871298477,1758972793,1031985004,1029767386,1024029127,1745878485,1307029967,1411006619,1458611407,1898107047,1578730686,1662773948,1723529016,GLYHO
1B,Ticari Alacaklar,Trade Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
1BB,Diğer Alacaklar,Other Receivables,10427534,10023878,9226026,17073611,10972581,11804963,11548940,17846962,10712690,9345526,11292441,13477280,11045045,11509813,12064199,GLYHO
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
1BC,Finansal Yatırımlar,Financial Investments,297156,261053,301489,1497717,296338,181419,171124,1363355,998343,1165368,1309869,1686651,3414106,3494973,3531668,GLYHO
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,14054128,13058799,13168159,26735874,17790132,17006016,18120356,27226146,19050483,20159892,22083533,23567596,19735253,22853007,22892047,GLYHO
1BE,Canlı Varlıklar,Long-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,79005081,69744648,56078400,198185716,130510012,97668953,92527450,210879466,155535559,167874134,179444520,249671583,207655407,212544593,221950154,GLYHO
1BFA,Stoklar,Stoklar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
1BFAA,Kullanım Hakkı Varlıkları,None,88499815,84693390,81046401,143104669,84470798,82562140,80117935,123720560,83407223,90454237,91121300,108835864,102356128,105120465,103368882,GLYHO
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,214668423,208362724,201352047,445093538,218702319,215345652,223258044,419922845,294137273,298940966,304597709,392960277,321973219,337104853,363514992,GLYHO
1BGA,Şerefiye,Goodwill,14752754,14594756,14274628,33211587,14252987,14051798,14018174,29551368,20812539,20691443,21703426,27472559,22140780,22205423,22458425,GLYHO
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,449669176,451591129,469737698,874208438,531212096,569280609,563488496,852837773,678586823,739671378,774665319,980636813,812037097,862498140,887511142,GLYHO
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,14307128,12453254,14643185,6256887,15621059,13343749,13597804,49730867,33491317,47128287,38207832,83357238,65880385,68317454,70555253,GLYHO
1BK,Diğer Duran Varlıklar,Other Long-Term Assets,6199046,7852019,11470444,13604756,8156681,8522087,7180804,12799143,10297719,15575388,14185456,16441183,12493266,17125226,15682253,GLYHO
1BL,TOPLAM VARLIKLAR,TOTAL ASSETS,1156559070,1138293556,1129098564,2216243619,1325573973,1243261448,1328282019,2179613323,1662414496,1800192313,1893709191,2431003110,2014697818,2162780703,2209510234,GLYHO
1BM,KAYNAKLAR,LIABILITIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
2A,Kısa Vadeli Yükümlülükler,SHORT TERM LIABILITIES,261617880,250918815,265935318,483633209,299351478,258149947,268271609,434570426,310706620,342014395,339179650,424165340,343365148,348220664,362003601,GLYHO
2AA,Finansal Borçlar,Short-Term Financial Loans,171154222,154182176,155058182,286533189,195053085,173665988,180018212,258162428,201999159,223375227,215080607,243468677,206201904,216168983,225940706,GLYHO
2AAG,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
2AAGAA,Ticari Borçlar,Short-Term Trade Payables,29088327,42340350,59837809,74904165,43638819,34968208,30101329,55632212,34301544,37493591,54752192,81198104,52632747,51418330,61120781,GLYHO
2AAGAB,Diğer Borçlar,Other Short-Term Loans,10683004,9134921,10365256,24200296,10546100,11536627,9951746,19590044,12355240,13356163,12615709,18844637,13823449,15750059,16736680,GLYHO
2AAGAC,Müşteri Söz. Doğan Yük.,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,12688858,11303302,9111347,29680381,10882169,8833251,14611881,33355873,16964211,26393342,12820228,43330790,36357388,30157299,18885120,GLYHO
2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
2AAGCA,Ertelenmiş Gelirler (Müşteri Söz. Doğan Yük. Dış.Kal.),None,655016,690104,766207,423881,375394,525445,530694,283480,621647,215308,657914,303457,648580,5498797,5012114,GLYHO
2AAGD,Dönem Karı Vergi Yükümlülüğü,Taxation Liabilities on Income (-),1487040,3138391,3845970,8302713,6777832,1526603,6026291,8145775,8216637,6362472,11449561,9664185,9643973,8097105,13760017,GLYHO
2AAGE,Borç Karşılıkları,Short-Term Provisions,11257851,12137455,13251905,26357858,16421999,14678194,15008790,34443725,23569667,24130270,20576400,11450675,9844535,10140219,9673897,GLYHO
2AAGF,Diğer Kısa Vadeli Yükümlülükler,Other Short-Term Liabilities,24603561,17992116,13698643,33230725,15656082,12415631,12022666,24956889,12678515,10688022,11227038,15904816,14212572,10989871,10874287,GLYHO
2AAGG,(Ara Toplam),(Subtotal),261617880,250918815,265935318,483633209,299351478,258149947,268271609,434570426,310706620,342014395,339179650,424165340,343365148,348220664,362003601,GLYHO
2AAGH,Satış Amaçlı Elde Tutulan Duran Varlıklara İlişkin Yükümlülükler,Liabilities on Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
2B,Uzun Vadeli Yükümlülükler,LONG TERM LIABILITIES,717354529,703134625,688562416,1241730695,768017759,784637801,845554408,1226771524,973176872,1043659557,1215791429,1516483422,1267970221,1401365353,1417508896,GLYHO
2BA,Finansal Borçlar,Long-Term Financial Loans,628092309,620505288,612982072,1040699424,677305160,699996466,761275517,1115516149,901650510,970663151,1137459054,1434698703,1199609010,1327850420,1342651388,GLYHO
2BB,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
2BBA,Ticari Borçlar,Long-Term Trade Payables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
2BBB,Diğer Borçlar,Other Long-Term Loans,6633990,6492593,6235056,9170722,5210677,5007572,4956701,3494160,2552999,2308062,3210097,4274862,3450537,3742373,3723360,GLYHO
2BBBA,Müşteri Söz.Doğan Yük.,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
2BC,Finans Sektörü Faaliyetlerinden Borçlar,Long-Term Loans from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
2BD,Devlet Teşvik ve Yardımları,Long-Term Government Promotions and Aids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
2BDA,Ertelenmiş Gelirler (Müşteri Söz.Doğan Yük. Dış.Kal.),None,985668,900540,828705,1454508,841240,1029047,968767,1296756,854383,819658,823453,946791,787333,823257,818217,GLYHO
2BE,Uzun vadeli karşılıklar,Long-Term Provisions,15580878,13559332,11862920,19655085,12273655,11086463,11370751,17721482,12507714,13052373,13620826,16502460,14211352,15469761,15816918,GLYHO
2BF,Çalışanlara Sağlanan Faydalara İliş.Karş.,Provisions for Retirment Pay,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,GLYHO
2BG,Ertelenmiş Vergi Yükümlülüğü,Deferred Tax Liabilities,64724810,60782177,55927177,169586234,71735042,66824190,66462493,88098652,55250106,56533421,60437045,59894336,49844099,53461640,54482049,GLYHO
2BH,Diğer Uzun Vadeli Yükümlülükler,Other Long-Term Liabilities,1336875,894694,726488,1164723,651984,694063,520179,644325,361160,282891,240954,166270,67891,17903,16963,GLYHO
