FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,PETKM,1429042923,1481805412,1518348742,1595616129,1681992015,1840681126,1725116870,1469579196,1784149419,1737954156,1640840174,3049904121,1357168670,1415890002,1159960840,995482566,675539458,756361079,699075931,962880563,762107143,843990943,840904799
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,PETKM,558677809,665134418,684673586,740243788,712431661,710029324,582190904,274494945,386241961,312462166,422045267,1165661542,269280585,406349692,139882447,197767240,130650144,162129949,92867871,289900562,96055289,159264023,226548594
1AB,Finansal Yatırımlar,Short-Term Financial Investments,PETKM,768974,761870,138678,699342,891162,871215,4328405,3643676,130272991,133561235,110696794,103491779,43526460,23660319,17819587,14635638,10716185,12505375,17563256,16985968,13082067,13622289,14095802
1AC,Ticari Alacaklar,Short-Term Trade Receivables,PETKM,215959736,194591496,190192758,231023047,312281676,391966099,371022317,382430016,387362772,372655320,252845985,416501014,217944423,219256231,248433713,369425051,274855304,286118661,257503547,297202661,257205243,292618857,317239115
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,PETKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AE,Diğer Alacaklar,Short-Term Other Receivables,PETKM,1029704,1201517,1066287,511927,834812,3009694,1350048,2014454,1531353,1735684,1533250,2167841,1456134,3100087,746299,6008179,2972984,1301159,360243,1252529,409899,24271282,1085985
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,PETKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AF,Stoklar,Inventories,PETKM,137236344,108835242,127719348,128950852,146458253,199378788,222064197,265097207,338231527,352474388,254151498,407188821,227255756,175939906,180243820,300635408,183906151,225881899,253041644,263873563,240831851,242785137,216979698
1AG,Canlı Varlıklar,Short-Term Live Assets,PETKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,PETKM,515370356,511280869,514558085,494187173,509094451,535426005,544160998,541898899,540508814,565065363,599567381,954893124,597705313,587583766,572834974,107011051,72438690,68424037,77739370,93665281,154522793,111429354,64955605
1AI,(Ara Toplam),(Subtotal),PETKM,1429042923,1481805412,1518348742,1595616129,1681992015,1840681126,1725116870,1469579196,1784149419,1737954156,1640840174,3049904121,1357168670,1415890002,1159960840,995482566,675539458,756361079,699075931,962880563,762107143,843990943,840904799
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,PETKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AK,Duran Varlıklar,LONG TERM ASSETS,PETKM,830369369,814037196,772818496,1092967966,1016392193,989169954,1039699702,809171347,812010161,858101957,900792794,2461351537,1137827786,994210231,1058667505,3694086256,2635800498,2754966231,2779354494,3457298348,2777354660,2696242653,2805587760
1B,Ticari Alacaklar,Trade Receivables,PETKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,PETKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BB,Diğer Alacaklar,Other Receivables,PETKM,1134088,1120123,1028045,1124087,1056493,1072804,1111361,779750,756027,686701,666717,1166133,735363,584083,606906,915694,655307,720018,800439,0,0,0,0
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,PETKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BC,Finansal Yatırımlar,Financial Investments,PETKM,1353795,1299686,1147279,1198757,1068243,1024621,1001743,667266,607631,533808,480269,3531337,464358,344420,324874,3238447,2353294,2509054,2629123,3389358,2778396,2798902,2880914
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,PETKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1176313760,835038771,868366626,864658085,1070885404,845442529,849628030,869059151
1BE,Canlı Varlıklar,Long-Term Live Assets,PETKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,PETKM,224265,215302,190054,279680466,249230410,239053002,289186239,215127237,234249531,249605186,266131327,494902840,351564379,342898537,393024211,823889350,598700856,580449775,558422146,864550081,708705704,714927661,735877335
1BFA,Stoklar,Stoklar,PETKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFAA,Kullanım Hakkı Varlıkları,None,PETKM,27423080,27225439,26302825,26915253,26731489,24389425,22007083,15563768,17300917,15762129,14334927,40000427,20655469,17329143,16818129,42934628,26334947,28978814,33875697,41950018,33119071,22449262,23400446
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,PETKM,741400441,727032602,690938683,730429992,682016593,672563967,673363877,546934621,530726702,510262890,529029921,1868036515,630841785,533491666,538123569,1583212100,1128099840,1174922686,1216157976,1421586337,1146088355,1073434131,1144252241
1BGA,Şerefiye,Goodwill,PETKM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,PETKM,5918408,5340967,4442713,5636444,5383177,4867696,6389004,6843481,6375081,5485220,5339719,19192345,5233482,3738558,3379421,15312143,10638797,13121820,13325971,18707973,14844570,15115693,15141986
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,PETKM,41518955,38147765,38082331,35497733,29603755,28320588,34210017,11256721,2416817,50916999,55061044,14119368,113444063,84108606,92772333,23783353,17433743,68437813,75330330,16271657,12118984,0,0
1BK,Diğer Duran Varlıklar,Other Long-Term Assets,PETKM,11396338,13655313,10686565,12485234,21302033,17877850,12430378,11998502,19577454,24849024,29748869,20402573,14888888,11715218,13618063,24486781,16544942,17459625,14154728,19957520,14257051,17888974,14975686
