FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,VESTL,1523628960,1560711983,1567162061,1853636902,1777286711,1926332180,1811191410,1563592751,1625862379,1690491271,1560660249,2627761798,1565403225,1472461847,1504608620,2355037045,1571332628,1833238590,1842872640,1985171593,1413643498,1386980187,1284936486
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,VESTL,367552534,369113558,379233087,430741319,379149602,349035177,265861375,156454954,115336993,83475982,81935307,136555253,65978538,106211692,54797965,112339402,52764411,111846813,138885541,96529623,70259240,51865022,50673880
1AB,Finansal Yatırımlar,Short-Term Financial Investments,VESTL,0,0,0,0,0,0,0,128061,4602653,4077848,2553511,3532031,8860,1553484,986327,1729697,1275337,1354648,1657924,3273311,2452840,2322844,2365926
1AC,Ticari Alacaklar,Short-Term Trade Receivables,VESTL,488104080,565385019,556971106,728201596,576330568,608470314,521440441,499833895,463125107,541068275,451941236,965301730,585533933,523705624,510142274,872691879,579525254,631760543,634355533,717233608,412805885,436053491,418460184
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,VESTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AE,Diğer Alacaklar,Short-Term Other Receivables,VESTL,143819190,160771351,84304550,85825339,74022036,87678676,79710270,109415188,88056126,106624729,129425618,221704783,128584205,110317825,114133997,110424634,66869613,67007356,73022160,87566630,73420866,62803549,65813485
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,VESTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AF,Stoklar,Inventories,VESTL,488620375,433653417,496892946,546432521,672399650,817062409,879409073,713600165,849061411,842241514,806619682,1204133728,711826108,660797461,740802742,1151011553,825244747,955663108,939425261,974775291,780418807,755311988,651964523
1AG,Canlı Varlıklar,Short-Term Live Assets,VESTL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,VESTL,35532781,31788637,49760372,62436127,75384855,64085604,64770251,84160488,105680090,113002924,88184896,96534273,73471581,69875762,83745315,106839882,45653267,65606122,55526220,105793131,74285862,78623293,95658488
