FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,671852900,689134524,579442219,969206438,638996237,514019390,418180668,560336506,391496216,380126196,404589161,507152978,448215718,456775201,513767123,KOZAL
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,347384390,187523934,30501075,12496423,52294166,10479636,6251623,12733077,24903876,31901914,33853726,3810215,45794067,100897735,155377138,KOZAL
1AB,Finansal Yatırımlar,Short-Term Financial Investments,277477478,379713625,502118898,858564382,507980279,455826607,356723292,459341297,316657082,292411564,305634755,390900130,322760449,273292642,288996960,KOZAL
1AC,Ticari Alacaklar,Short-Term Trade Receivables,28370,39182,29431,16015,20951,51953,63808,19938,136132,78850,107248,111185,56378,61740,33645,KOZAL
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
1AE,Diğer Alacaklar,Short-Term Other Receivables,5267910,79954408,6476032,7858477,8476271,4063882,3110771,7502416,2393271,1628782,633248,169351,6853572,5196220,652308,KOZAL
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
1AF,Stoklar,Inventories,35933440,40483183,39129317,67963111,52827057,41120775,47061620,66468280,42578996,42726020,54537468,98182709,42220534,46914931,31923303,KOZAL
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
1AH,Diğer Dönen Varlıklar,Other Current Assets,5761312,1420192,1187467,22282084,17397513,2476536,4969554,14271497,4826859,11379066,9822716,13979388,3941354,3626307,9213258,KOZAL
1AI,(Ara Toplam),(Subtotal),671852900,689134524,579442219,969180493,638996237,514019390,418180668,560336506,391496216,380126196,404589161,507152978,421626354,429989576,486196611,KOZAL
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,0,25945,0,0,0,0,0,0,0,0,26589363,26785625,27570512,KOZAL
1AK,Duran Varlıklar,LONG TERM ASSETS,224716882,141820998,105222859,422782511,140196635,118428426,185201852,569997999,424736857,464971066,486882820,643078978,515711152,543034155,597998826,KOZAL
1B,Ticari Alacaklar,Trade Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
1BB,Diğer Alacaklar,Other Receivables,76463396,147861,1382970,2302317,27456509,22629959,25453949,37806370,29048498,24948077,32423287,1698370,1421114,832931,1222199,KOZAL
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
1BC,Finansal Yatırımlar,Financial Investments,51534013,45265646,14599102,96172539,14469559,9854540,14723802,115532343,91051584,94128532,77991838,97965342,78668383,72735856,79951469,KOZAL
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
1BE,Canlı Varlıklar,Long-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,7838988,6851133,6132082,40040199,510324,378514,357033,0,0,0,0,49341335,13786941,13817529,14149167,KOZAL
1BFA,Stoklar,Stoklar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
1BFAA,Kullanım Hakkı Varlıkları,None,2594060,1927040,1412347,4480621,1383327,831362,598228,1047902,472798,374179,311417,278478,170007,78619,49060,KOZAL
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,66150305,61579017,59866915,226052477,66873691,55774925,63546124,237516115,180920739,225107845,262092738,363358626,319074793,358696210,412133684,KOZAL
1BGA,Şerefiye,Goodwill,765984,672921,605430,5085042,585372,434178,409538,4663240,3388677,3612982,3785885,0,0,0,0,KOZAL
1BH,Maddi Olmayan Duran Varlıklar,Intangible Fixed Assets,257783,218855,185801,401986,324321,315660,258186,597227,2087399,1856240,1478622,1366127,975506,811858,668854,KOZAL
1BJ,Ertelenmiş Vergi Varlığı,Long Term Deffered Tax Assets,15116650,13230286,12040146,0,15434808,13773348,12116787,49641793,26818196,48041739,41492050,42706490,36769679,40355216,43748485,KOZAL
1BK,Diğer Duran Varlıklar,Other Long-Term Assets,3995704,11928238,8998065,48247331,13158726,14435940,67738205,123193009,90948967,66901473,67306985,86364211,64844728,55705936,46075909,KOZAL
1BL,TOPLAM VARLIKLAR,TOTAL ASSETS,896569782,830955522,684665078,1391988949,779192873,632447815,603382520,1130334505,816233072,845097262,891471981,1150231956,963926869,999809356,1111765949,KOZAL
1BM,KAYNAKLAR,LIABILITIES,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
2A,Kısa Vadeli Yükümlülükler,SHORT TERM LIABILITIES,73502029,62778317,66153859,93899157,94297887,74693733,63810217,89813064,73712419,56649293,45898808,62323640,55536440,55890250,75216779,KOZAL
2AA,Finansal Borçlar,Short-Term Financial Loans,1586661,1371005,1222611,1768791,13591032,14623496,14069277,19163007,121631,197413,146917,174248,85294,49055,22438,KOZAL
2AAG,Diğer Finansal Yükümlülükler,Other Short-Term Financial Liabilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
2AAGAA,Ticari Borçlar,Short-Term Trade Payables,10264330,10886325,9687744,13521994,10726138,4827326,9475753,14641877,11377676,5964854,7828479,7065249,7163878,18228592,16476783,KOZAL
2AAGAB,Diğer Borçlar,Other Short-Term Loans,69424,43975,69965,6570254,19467214,20130617,151280,42080,9970195,17531724,1505888,5400487,2009029,7722569,6622737,KOZAL
2AAGAC,Müşteri Söz. Doğan Yük.,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
2AAGB,Finans Sektörü Faaliyetlerinden Borçlar,Short-Term Loans from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
2AAGC,Devlet Teşvik ve Yardımları,Short-Term Government Promotions and Aids,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
2AAGCA,Ertelenmiş Gelirler (Müşteri Söz. Doğan Yük. Dış.Kal.),None,58035,57694,57406,95612,112155,56901,58630,10206,6431,27398,23345,7382,5498,4521,4329,KOZAL
2AAGD,Dönem Karı Vergi Yükümlülüğü,Taxation Liabilities on Income (-),20140348,12919168,15027679,3265748,8611201,8242764,8025086,7403607,11598647,0,0,0,404216,1351288,0,KOZAL
2AAGE,Borç Karşılıkları,Short-Term Provisions,38544549,35107540,37539793,64470638,38442813,22687363,28425837,41927484,35953975,28715748,31757654,42602331,41344357,23692041,42518374,KOZAL
2AAGF,Diğer Kısa Vadeli Yükümlülükler,Other Short-Term Liabilities,2838681,2392609,2548660,4206118,3347335,4125267,3604354,6624801,4683863,4212156,4636525,7073944,4524168,4842185,9572118,KOZAL
2AAGG,(Ara Toplam),(Subtotal),73502029,62778317,66153859,93899157,94297887,74693733,63810217,89813064,73712419,56649293,45898808,62323640,55536440,55890250,75216779,KOZAL
2AAGH,Satış Amaçlı Elde Tutulan Duran Varlıklara İlişkin Yükümlülükler,Liabilities on Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,KOZAL
