FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,SYMBOL,2020/3,2020/6,2020/9,2020/12,2021/3,2021/6,2021/9,2021/12,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9
1A,Dönen Varlıklar,CURRENT ASSETS,MGROS,894753931,924940267,869449151,986306591,774282323,782980370,872505818,651817869,749730555,813801119,926992254,1795037956,1199120796,1091858282,1287315321,1854264275,1237804450,1393116712,1515649441,2047469256,1509608365,1629051225,1689942378
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,MGROS,385380384,435416964,419115397,434672865,280860829,283636656,360015515,272024339,277556722,269064548,368261868,675424087,424173173,477222802,540034383,604849871,433812934,502508993,669967030,799353474,513640273,556522666,746360530
1AB,Finansal Yatırımlar,Short-Term Financial Investments,MGROS,1960343,942601,1566403,790964,275273,191240,12929,194413,20965868,18667637,19818835,34137359,1462179,1346175,93780,22642610,2007074,1304504,268675,763853,569334,551260,1125883
1AC,Ticari Alacaklar,Short-Term Trade Receivables,MGROS,27544329,22568740,25938941,23480700,20510143,21653538,24484682,13323223,16813448,16821657,29830100,42861200,33867145,23957850,30590717,18113138,34975204,49478916,35515395,49615235,44586757,51244185,52404333
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,MGROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AE,Diğer Alacaklar,Short-Term Other Receivables,MGROS,3497227,5694989,4615385,3747494,3593900,3744868,4125358,3125066,2768643,3207280,3559651,5457346,12855929,8823329,49878327,104144578,23262686,12248512,14436100,38648246,41891013,73575871,20620779
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,MGROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AF,Stoklar,Inventories,MGROS,453272810,440612355,394656718,449309134,455547190,456395658,467505987,350132330,416288744,477007621,474065739,989786248,691794213,566797399,647749544,1073556473,702736214,787116219,748389644,1105540812,850776741,890908586,827027507
1AG,Canlı Varlıklar,Short-Term Live Assets,MGROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AH,Diğer Dönen Varlıklar,Other Current Assets,MGROS,23098838,19704617,23556308,17446554,13494988,17358410,16361347,13018498,15337130,29032376,31456062,47371717,34968157,13710726,18968570,30957604,41010339,40459567,47072596,53547636,58144247,56248656,42403347
1AI,(Ara Toplam),(Subtotal),MGROS,894753931,924940267,869449151,929447711,774282323,782980370,872505818,651817869,749730555,813801119,926992254,1795037956,1199120796,1091858282,1287315321,1854264275,1237804450,1393116712,1515649441,2047469256,1509608365,1629051225,1689942378
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,MGROS,0,0,0,56858880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1AK,Duran Varlıklar,LONG TERM ASSETS,MGROS,1346128694,1276114069,1079710154,1082666864,961306589,937399809,951629659,703707107,655745627,621950106,606260423,2562222240,903452715,718298659,754344491,2656070061,2023877769,2209634457,2438799386,3277884510,2782999178,2865372145,3009195221
1B,Ticari Alacaklar,Trade Receivables,MGROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,835192,0
1BA,Finans Sektörü Faaliyetlerinden Alacaklar,Long-Term Receivables from Financial Operations,MGROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BB,Diğer Alacaklar,Other Receivables,MGROS,803312,783604,701501,660998,607855,572684,563157,414139,681829,612052,588720,51285127,35713578,27528953,613761,936276,966899,945650,967776,1239220,741006,0,914780
1BBA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,MGROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BC,Finansal Yatırımlar,Financial Investments,MGROS,670820,644008,1392573,1455057,1296638,1548431,1513857,7268704,5041020,4441449,3995990,53028347,36156099,36109256,36099358,56591368,36209822,48039458,96034901,120752249,97644957,97783454,98989914
1BD,Özkaynak Yöntemiyle Değerlenen Yatırımlar,Investments with Equity Method,MGROS,0,0,0,0,0,0,0,0,684284,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BE,Canlı Varlıklar,Long-Term Live Assets,MGROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BF,Yatırım Amaçlı Gayrimenkuller,Real Estate Investments,MGROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFA,Stoklar,Stoklar,MGROS,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1BFAA,Kullanım Hakkı Varlıkları,None,MGROS,438943554,431880388,354502459,375333863,323883201,312858934,328990725,208602262,196661916,195119822,200445502,765929159,258592230,212060024,233422665,794369560,652291891,722528394,855806889,1165126946,1047087702,1082620113,1145445317
1BG,Maddi Duran Varlıklar,Tangible Fixed Assets,MGROS,516252222,464955875,387926528,373046672,335645741,332107315,337768284,280867670,261867631,243693699,236745166,893702114,380142122,291825270,316157296,993549114,746417622,820288183,834877496,1147102445,945194179,985109112,1046589188
1BGA,Şerefiye,Goodwill,MGROS,342321963,328640070,290102238,303118920,270117015,259086696,253301703,168725530,153646265,144278970,129540160,731026158,122013884,90499196,85363451,670389471,492072156,524643807,549782637,712181795,583803435,588111719,605346932
