FINANCIAL_ITEM_CODE,FINANCIAL_ITEM_NAME_TR,FINANCIAL_ITEM_NAME_EN,2022/3,2022/6,2022/9,2022/12,2023/3,2023/6,2023/9,2023/12,2024/3,2024/6,2024/9,2024/12,2025/3,2025/6,2025/9,SYMBOL
1A,Dönen Varlıklar,CURRENT ASSETS,135901137,202445895,211125742,495397248,312100748,305402888,255715951,404183290,265402571,281139966,246947593,260532559,249035125,264084267,256208951,QUAGR
1AA,Nakit ve Nakit Benzerleri,Cash and Cash Equivalents,29427766,14240616,8601368,11434325,7290898,22284014,9438683,42113415,14943550,18740957,13755012,12340942,31918265,15998235,2434777,QUAGR
1AB,Finansal Yatırımlar,Short-Term Financial Investments,5452225,24517899,53913384,164322072,98265802,85229735,47497686,52506479,9123359,8967920,23520296,15177320,6211574,9312554,7777430,QUAGR
1AC,Ticari Alacaklar,Short-Term Trade Receivables,47693318,95453559,83278969,203190062,118374243,113580810,117578181,190326858,144382566,141347487,103674535,112578695,115098736,130810912,131313669,QUAGR
1AD,Finans Sektörü Faaliyetlerinden Alacaklar,Short-Term Receivables from Financial Operations,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUAGR
1AE,Diğer Alacaklar,Short-Term Other Receivables,12971051,17193860,10364988,2116175,580764,981501,1187715,752160,10475988,10691837,2399121,2313895,1789552,1932281,1502607,QUAGR
1AEA,Müşteri Sözleşmelerinden Doğan Varlıklar,None,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUAGR
1AF,Stoklar,Inventories,24093618,37371107,44181795,97218933,72517937,51929081,57578740,101505925,69091214,63292848,57260708,66611344,54083022,63107772,69727089,QUAGR
1AG,Canlı Varlıklar,Short-Term Live Assets,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUAGR
1AH,Diğer Dönen Varlıklar,Other Current Assets,16263160,13668854,10785238,17115682,15071104,31397747,22434946,16978453,17385893,38098916,46337921,51510363,39933975,42922513,43453379,QUAGR
1AI,(Ara Toplam),(Subtotal),135901137,202445895,211125742,495397248,312100748,305402888,255715951,404183290,265402571,281139966,246947593,260532559,249035125,264084267,256208951,QUAGR
1AJ,Satış Amacıyla Elde Tutulan Duran Varlıklar,Assets to be Sold,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUAGR
1AK,Duran Varlıklar,LONG TERM ASSETS,116290200,109010483,102365282,296419198,136601769,105632655,103126411,305047152,209011535,217746551,220292342,284253490,222278012,223951237,227190173,QUAGR
1B,Ticari Alacaklar,Trade Receivables,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,QUAGR
